name,lat,lon,address,street,housenumber,city,state,postcode,start_date,opening_date,osm_first_seen,osm_type,osm_id,resident_pop,workers_in_tract,workers_from_tract,daytime_pop
In-N-Out Burger,33.8472944,-118.028126,,Valley View Street,7926,Buena Park,CA,90620,1986-09-25,,2016-12-24,way,461502757,7229,817,3249,4797
In-N-Out Burger,36.7961312,-119.7899153,,North Blackstone Avenue,4302,Fresno,CA,93726,1992-12-18,,2016-12-24,way,461503624,4794,2889,1748,5935
In-N-Out Burger,38.3612473,-122.7142375,,Redwood Drive,5145,Rohnert Park,CA,94928,1996-03-27,,2016-12-24,way,461577733,5247,7116,2381,9982
In-N-Out Burger,33.0473003,-117.2850115,,Calle Magdalena,130,Encinitas,CA,92024,2014-05-22,,2016-12-24,way,461578895,3408,1741,1535,3614
In-N-Out Burger,38.6146071,-121.2689742,,Sunrise Boulevard,2475,Rancho Cordova,CA,95670,1997-06-03,,2016-12-24,way,461586687,5067,1208,2131,4144
In-N-Out Burger,34.1131375,-117.7656435,,Foothill Boulevard,2098,La Verne,CA,91750,1952-09-18,,2016-12-26,way,461966334,6088,1586,2626,5048
In-N-Out Burger,34.1344181,-117.3699886,,East Easton Street,108,Rialto,CA,92376,,,2016-12-27,way,462163094,5309,1220,2095,4434
In-N-Out Burger,33.8816816,-117.6135375,,Auto Center Drive,450,Corona,CA,92882,2011-10-11,,2016-12-28,way,462244172,3330,22964,1696,24598
In-N-Out Burger,33.5732519,-117.1789859,,Avenida Acacias,39697,Murrieta,CA,92563,2007-12-20,,2016-12-28,way,462245406,7306,1314,2200,6420
In-N-Out Burger,40.5853295,-122.3477982,,Dana Drive,1275,Redding,CA,96003,1999-06-25,,2017-01-14,way,465842430,4264,6909,1505,9668
In-N-Out Burger,34.1072482,-117.6862484,,West Foothill Boulevard,1837,Upland,CA,91786,1987-04-06,,2017-01-21,way,467629115,3832,3212,1699,5345
In-N-Out Burger,34.025802,-117.7494664,,South Garey Avenue,2505,Pomona,CA,91766,1984-08-16,,2017-01-30,way,470330746,7280,1161,2675,5766
In-N-Out Burger,34.0779201,-117.7195859,,Indian Hill Boulevard,1851,Pomona,CA,91767,1971-05-10,,2017-01-30,way,470336050,5674,354,1894,4134
In-N-Out Burger,34.0676607,-117.9735077,,Francisquito Avenue,13850,Baldwin Park,CA,91706,1948-10-22,,2017-01-31,way,470628829,3282,7003,1118,9167
In-N-Out Burger,34.0194144,-117.9872983,,East Gale,14620,Hacienda Heights,CA,91745,1972-07-24,,2017-01-31,way,470811969,4577,550,1993,3134
In-N-Out Burger,34.0924375,-118.0384294,,Lower Azusa Road,10601,Temple City,CA,91780,1973-08-27,,2017-02-01,way,470953739,4439,440,1784,3095
In-N-Out Burger,34.0714203,-117.8819029,,East Garvey Avenue South,2940,West Covina,CA,91791,1990-12-22,,2017-02-01,way,470966235,6435,2973,2485,6923
In-N-Out Burger,34.0376509,-117.9516606,,Amar Road,15259,La Puente,CA,91744,1968-05-01,,2017-02-01,way,471011152,4080,742,1727,3095
In-N-Out Burger,34.1176297,-117.9073672,,South Azusa Avenue,324,Azusa,CA,91702,1966-08-01,,2017-02-01,way,471072562,2146,248,1085,1309
In-N-Out Burger,34.0897086,-117.94086,,West San Bernardino Road,15610,West Covina,CA,91722,1962-07-03,,2017-02-01,way,471139077,4943,279,2119,3103
In-N-Out Burger,34.0005018,-117.8434543,,Golden Springs Drive,21133,Diamond Bar,CA,91765,1974-06-30,,2017-02-01,way,471230285,5742,1992,2421,5313
In-N-Out Burger,34.0839232,-118.0730362,,North Rosemead Boulevard,4242,Rosemead,CA,91770,1978-12-21 T00:00:00,,2017-02-02,way,471408324,3772,1502,1781,3493
In-N-Out Burger,34.3771286,-118.5654074,,The Old Road,2522,Newhall,CA,91381,1989-05-18,,2017-02-06,way,472566670,6315,3362,3556,6121
In-N-Out Burger,34.4236823,-118.4231668,,Sand Canyon Road,28368,Santa Clarita,CA,91351,1995-10-19,,2017-02-06,way,472584013,2275,466,1080,1661
In-N-Out Burger,34.7044857,-118.1670082,,West Avenue I,2021,Lancaster,CA,93536,1986-11-26,,2017-02-07,way,472961345,3086,1981,1416,3651
In-N-Out Burger,34.5793453,-118.1280496,,East Palmdale Boulevard,142,Palmdale,CA,93550,1992,,2017-02-07,way,472962593,6169,1136,2071,5234
In-N-Out Burger,37.896617,-122.5154846,,Redwood Highway,798,Mill Valley,CA,94941,1999-12-16,,2017-02-25,way,477136050,4396,1516,1613,4299
In-N-Out Burger,37.6869487,-122.1311232,,Hesperian Boulevard,15575,San Leandro,CA,94579,,,2017-03-06,way,478823773,8171,6406,3297,11280
In-N-Out Burger,34.2172694,-119.0530116,,Ventura Boulevard,1316,Camarillo,CA,93010,1986-08-27,,2017-04-16,way,487079580,5588,9893,2150,13331
In-N-Out Burger,37.9760571,-122.0655412,,Contra Costa Boulevard,570,Pleasant Hill,CA,94523,,,2017-05-04,way,491249144,5510,2461,2410,5561
In-N-Out Burger,38.3664355,-121.9610442,,Nut Tree Parkway,170,Vacaville,CA,95687,1995-01-04,,2017-08-05,way,513115914,5509,4219,1745,7983
In-N-Out Burger,32.8390346,-116.9939069,,Mission Gorge Road,9414,Santee,CA,92071,2012-11-28,,2017-08-06,way,513328283,3889,2874,1909,4854
In-N-Out Burger,37.5992725,-122.0655942,,Union Landing Boulevard,32060,Union City,CA,94587,,,2017-08-07,way,513671493,2816,6218,1512,7522
In-N-Out Burger,33.1250887,-117.324658,,Avenida Encinas,5950,Carlsbad,CA,92008,1993-10-05,,2017-08-07,way,513680065,4806,4731,1677,7860
In-N-Out Burger,36.808492,-119.8831928,,West Shaw Avenue,5106,Fresno,CA,93722,1992-11-30,,2017-08-07,way,513688229,3746,1321,1399,3668
In-N-Out Burger,34.1079083,-117.300613,,West 5th Street,795,San Bernardino,CA,92410,1982-02-11,,2017-08-07,way,513693305,1771,10638,733,11676
In-N-Out Burger,34.0664654,-117.2618594,,E. Harriman Place,1065,San Bernardino,CA,92408,1984-02-28,,2017-08-15,way,515906891,2219,18130,1208,19141
In-N-Out Burger,38.8726451,-121.3039494,,Groveland Lane,850,Lincoln,CA,95648,2017-05-25,,2017-10-24,way,534687228,6052,2713,2517,6248
In-N-Out Burger,32.9389329,-117.0464915,,Gregg Court,12890,Poway,CA,92064,2011-02-21,,2017-12-04,way,544660623,2878,21117,1647,22348
In-N-Out Burger,33.8190187,-117.8889219,,South State College Boulevard,1168,Anaheim,CA,92806,2015-01-07,,2018-01-21,way,554589723,3959,630,1873,2716
In-N-Out Burger,38.8019613,-121.2045078,,Crossings Drive,5490,Rocklin,CA,95677,,,2018-02-02,way,557824499,5819,1527,2240,5106
In-N-Out Burger,33.7527837,-117.884761,,Bristol Street,815,Santa Ana,CA,92703,1975-09-28,,2018-06-07,way,594783428,9544,1654,3254,7944
In-N-Out Burger,34.1061842,-117.6096703,,Foothill Boulevard,8955,Rancho Cucamonga,CA,91730,1980-09-15,,2018-06-17,way,598525318,5290,332,2085,3537
In-N-Out Burger,33.7822106,-118.0725197,,Seal Beach Boulevard,12365,Seal Beach,CA,90740,,,2018-07-21,way,609655262,4861,2556,2119,5298
In-N-Out Burger,38.0053106,-121.8363754,,Delta Gateway Boulevard,4550,Pittsburg,CA,94565,2002-10-08,,2018-08-06,way,614377044,6818,5309,2636,9491
In-N-Out Burger,38.4606347,-122.7253056,,County Center Drive,2131,Santa Rosa,CA,95403,,,2018-10-16,way,635059741,3089,9890,1189,11790
In-N-Out Burger,34.2830782,-118.6909268,,Stearns,2600,Simi Valley,CA,93063,1992-10-22,,2018-10-23,way,637278091,4574,320,2109,2785
In-N-Out Burger,33.7469537,-117.001705,,West Florida Avenue,2885,Hemet,CA,92545,1988-09-09,,2018-10-23,way,637318224,3703,3079,1706,5076
In-N-Out Burger,33.9670674,-117.4659058,,Clay Street,6634,Riverside,CA,92509,1985-11-29,,2018-11-24,way,648339865,2829,1999,1649,3179
In-N-Out Burger,37.1009831,-121.0145701,,West Henry Miller Avenue,28900,Santa Nella,CA,95322,2012-01-26,,2018-12-15,way,655180957,3891,2017,1514,4394
In-N-Out Burger,34.521129,-117.3220185,,Civic Drive,15290,Victorville,CA,92394,2009-09-24,,2018-12-17,way,655570838,6599,1651,1896,6354
In-N-Out Burger,39.13596,-121.6351815,,Sunsweet Boulevard,1375,Yuba City,CA,95993,2008-03-27,,2019-01-16,way,663755400,6696,5436,2587,9545
In-N-Out Burger,33.6635627,-117.2985219,,Railroad Canyon Road,331,Lake Elsinore,CA,92532,1989-05-18,,2019-01-26,way,666245955,3812,1063,1941,2934
In-N-Out Burger,33.8440345,-117.5364822,,Compton Avenue,2305,Corona,CA,92881,,,2019-02-11,way,669772178,5639,1746,2564,4821
In-N-Out Burger,33.7754004,-117.9933068,,Beach Boulevard,12975,Garden Grove,CA,92841,,,2019-06-22,way,699118277,5244,1268,2186,4326
In-N-Out Burger,33.9974131,-117.7185527,,Grand Avenue,3927,Chino,CA,91710,,,2019-07-08,way,702326849,6527,4661,2839,8349
In-N-Out Burger,39.168719,-123.2104731,,North State Street,1351,Ukiah,CA,95482,,,2019-08-02,way,709826326,3180,3106,1460,4826
In-N-Out Burger,33.831659,-118.1430998,,Lakewood Boulevard,4041,Long Beach,CA,90808,,,2019-08-10,way,712435022,6335,3026,3018,6343
In-N-Out Burger,32.7909651,-117.0998984,,Friars Road,10370,San Diego,CA,92120,2022,,2019-08-22,way,717292583,4774,1592,2193,4173
In-N-Out Burger,37.6658642,-122.4693523,,Gellert Boulevard,372,Daly City,CA,94015,2017-07-27,,2019-09-20,way,726622110,2423,1838,1339,2922
In-N-Out Burger,33.2038979,-117.3838979,,North Coast Highway,936,Oceanside,CA,92054,2016-04-07,,2019-10-25,way,738664437,3367,3544,1419,5492
In-N-Out Burger,38.4627254,-121.4918818,,Delta Shores Circle South,8200,Sacramento,CA,95832,2017-08-24,,2019-10-26,way,738714389,6555,1344,2670,5229
In-N-Out Burger,36.8522428,-119.7905024,,North Blackstone Avenue,8010,Fresno,CA,93720,,,2019-11-18,way,746756504,2303,513,1059,1757
In-N-Out Burger,34.0749964,-117.4352363,,Sierra Avenue,9855,Fontana,CA,92335,1979-12-27,,2019-11-22,way,748851905,6743,6778,2751,10770
In-N-Out Burger,34.0692616,-117.6114649,,G Street,1891,Ontario,CA,91764,1984-10-19,,2019-11-25,way,749592169,5237,561,1889,3909
In-N-Out Burger,33.9421083,-117.2601353,,Hemlock Avenue,23035,Moreno Valley,CA,92557,1987-01-07,,2019-11-25,way,749621742,4931,588,2083,3436
In-N-Out Burger,33.7142574,-116.2331067,,Highway 111,82043,Indio,CA,92201,1988-06-17,,2019-11-26,way,749930500,6097,736,2295,4538
In-N-Out Burger,37.2518913,-121.8028645,,Cottle Road,5590,San José,CA,95123,2019-05-02,,2019-11-27,way,749951599,5008,2988,2601,5395
In-N-Out Burger,38.1159113,-121.3081644,,West Kettleman Lane,2625,Lodi,CA,95242,,,2019-12-06,way,753195445,3820,848,1898,2770
In-N-Out Burger,37.3300763,-121.8113032,,East Capitol Expressway,2950,San Jose,CA,95148,2001-12-06,,2020-02-09,way,771076212,4387,796,2331,2852
In-N-Out Burger,38.257301,-122.0646902,,Holiday Lane,1364,Fairfield,CA,94534,1997-09-09,,2020-03-10,way,779951841,5719,3712,2695,6736
In-N-Out Burger,37.8114308,-121.2980624,,Golden Valley Parkway,6514,Lathrop,CA,95330,2019-10-10,,2020-08-16,way,837519667,9700,11815,3784,17731
In-N-Out Burger,32.8081686,-116.9629506,,Fletcher Parkway,100,El Cajon,CA,92020,,,2020-11-25,way,877672094,4342,16260,1773,18829
In-N-Out Burger,36.7048132,-119.7702515,,South 2nd Street,2657,Fresno,CA,93706,1993-12-15,,2020-11-26,way,877740306,2037,12654,793,13898
In-N-Out Burger,34.1357314,-117.6347403,,East 20th Street,1152,Upland,CA,91784,,,2020-12-22,way,887379994,3584,543,1760,2367
In-N-Out Burger,33.8871104,-118.1015981,,Alondra Boulevard,10900,Norwalk,CA,90703,,,2020-12-31,way,890829908,6221,11261,2577,14905
In-N-Out Burger,33.8731537,-118.3075291,,Artesia Boulevard,1701,Gardena,CA,90248,,,2021-02-16,way,907814713,4129,2698,1849,4978
In-N-Out Burger,40.53852,-122.3483858,,Churn Creek Road,4681,Redding,CA,96002,2019-11-12,,2021-05-06,way,940167261,6264,1568,2241,5591
In-N-Out Burger,33.5203113,-117.6191636,,Gateway Place,30651,Rancho Mission Viejo,CA,92675,,,2021-05-17,way,944043790,6863,1957,3502,5318
In-N-Out Burger,33.9400192,-117.9660335,,West Whittier Boulevard,1761,La Habra,CA,90631,,,2021-07-30,way,968620149,5163,1130,2534,3759
In-N-Out Burger,34.0271552,-117.1182477,,Avenue East,31465,Yucaipa,CA,92399,,,2021-08-05,way,970750635,5050,2007,1936,5121
In-N-Out Burger,37.6694708,-121.035645,,Sisk Road,1616,Modesto,CA,95350,,,2021-08-22,way,975386565,5265,1736,1653,5348
In-N-Out Burger,33.9986251,-117.5577211,,Hamner Avenue,4950,Eastvale,CA,91752,,,2021-11-04,way,998922874,8764,26094,4285,30573
In-N-Out Burger,34.4208274,-118.5827921,,The Old Road,27510,Valencia,CA,91355,,2021,2021-11-25,way,1006014112,8158,3125,4268,7015
In-N-Out Burger,33.8752029,-118.1255596,,Bellflower Boulevard,17325,Bellflower,CA,90706,,,2021-12-19,way,1013529277,4669,665,1889,3445
In-N-Out Burger,34.2801745,-118.8653968,,New Los Angeles Avenue,856,Moorpark,CA,93021,,,2022-01-17,way,1022118726,4645,1602,2316,3931
In-N-Out Burger,33.8885274,-117.2744429,,Van Buren Boulevard,22410,Riverside,CA,92518,,,2022-06-03,way,1066276425,4483,9432,1797,12118
In-N-Out Burger,33.9120433,-117.8894703,,East Imperial Highway,1130,Brea,CA,92821,,,2022-09-27,way,1098149120,4841,8720,2843,10718
In-N-Out Burger,33.4370384,-117.6234649,,Via Pico Plaza,115,San Clemente,CA,92672,,,2022-12-10,way,1120681580,2130,477,853,1754
In-N-Out Burger,33.8908167,-117.8151486,,Imperial Highway,18181,Yorba Linda,CA,92886,,,2022-12-15,way,1122237606,8323,2831,4330,6824
In-N-Out Burger,33.9226782,-116.9518217,,East 2nd Street,1551,Beaumont,CA,92223,,,2022-12-16,way,1122740604,5779,1339,2001,5117
In-N-Out Burger,33.9798437,-118.0506858,,Whittier Boulevard,11802,Whittier,CA,90601,,,2023-03-07,way,1152301514,4889,6143,2350,8682
In-N-Out Burger,36.2254962,-119.323274,,East Prosperity Avenue,1591,Tulare,CA,93274,,,2023-04-07,way,1160329908,5064,958,1907,4115
In-N-Out Burger,40.7843166,-124.1832519,,Broadway Street,2616,Eureka,CA,95501,,,2023-05-07,way,1169525908,5697,2351,2122,5926
In-N-Out Burger,33.7298886,-117.9906321,,Edinger Avenue,7902,Huntington Beach,CA,92647,,,2023-07-15,way,1189882649,4565,2536,2328,4773
In-N-Out Burger,36.3566491,-119.2974745,,West Riggin Avenue,506,Visalia,CA,93291,,,2024-01-04,way,1237085332,9887,969,3892,6964
In-N-Out Burger,33.8726142,-118.2481617,,South Central Avenue,2200,Compton,CA,90220,,,2024-04-14,way,1272461854,4329,14886,1815,17400
In-N-Out Burger,34.0146824,-117.4618363,,Pyrite Street,4038,Jurupa Valley,CA,92509,,,2024-06-27,way,1296748196,3331,747,1937,2141
In-N-Out Burger,33.8003136,-117.2315808,,Old Nuevo Road,229,Perris,CA,92570,,,2024-12-07,way,1340666575,4782,3345,1776,6351
In-N-Out Burger,34.3109765,-118.4358181,,Foothill Boulevard,13864,Sylmar,CA,91342,2025-10-28,,2025-01-08,way,1349411644,2558,644,1217,1985
In-N-Out Burger,33.5001585,-117.6602527,,,,,,,,,2025-02-10,way,1358873214,7516,8437,3571,12382
In-N-Out Burger,35.7473667,-119.2476327,,Woollomes Avenue,505,Delano,CA,93215,,,2025-04-07,way,1375594421,6118,521,1537,5102
In-N-Out Burger,33.7853623,-117.8912184,,The City Drive South,250,Orange,CA,92868,,,2025-09-06,way,1427593936,8914,20348,2802,26460
In-N-Out Burger,33.7407426,-116.2330971,,Avenue 42,82177,Indio,CA,92203,,,2025-09-14,way,1429831480,5477,1321,1987,4811
In-N-Out Burger,32.5944432,-117.0344183,,Main Court,1810,Chula Vista,CA,91911,,,2025-10-09,way,1436744869,14978,3190,6163,12005
In-N-Out Burger,37.6886244,-120.9586361,,,,,,,,,2025-10-19,way,1443146462,5462,773,2076,4159
In-N-Out Burger,36.7427544,-119.699588,,,,,,,,,2025-11-13,way,1450309314,7384,700,2410,5674
In-N-Out Burger,33.6923896,-117.3346227,,,,,,,,,2026-03-25,way,1492539105,3812,1063,1941,2934
