name,lat,lon,address,street,housenumber,city,state,postcode,start_date,opening_date,osm_first_seen,osm_type,osm_id,median_income
In-N-Out Burger,34.4236823,-118.4231668,,Sand Canyon Road,28368,Santa Clarita,CA,91351,1995-10-19,,2017-02-06,way,472584013,166591
In-N-Out Burger,34.7044857,-118.1670082,,West Avenue I,2021,Lancaster,CA,93536,1986-11-26,,2017-02-07,way,472961345,49345
In-N-Out Burger,34.5793453,-118.1280496,,East Palmdale Boulevard,142,Palmdale,CA,93550,1992,,2017-02-07,way,472962593,41047
In-N-Out Burger,37.896617,-122.5154846,,Redwood Highway,798,Mill Valley,CA,94941,1999-12-16,,2017-02-25,way,477136050,119069
In-N-Out Burger,37.6869487,-122.1311232,,Hesperian Boulevard,15575,San Leandro,CA,94579,,,2017-03-06,way,478823773,78701
In-N-Out Burger,34.2172694,-119.0530116,,Ventura Boulevard,1316,Camarillo,CA,93010,1986-08-27,,2017-04-16,way,487079580,93587
In-N-Out Burger,37.9760571,-122.0655412,,Contra Costa Boulevard,570,Pleasant Hill,CA,94523,,,2017-05-04,way,491249144,107025
In-N-Out Burger,38.3664355,-121.9610442,,Nut Tree Parkway,170,Vacaville,CA,95687,1995-01-04,,2017-08-05,way,513115914,76812
In-N-Out Burger,32.8390346,-116.9939069,,Mission Gorge Road,9414,Santee,CA,92071,2012-11-28,,2017-08-06,way,513328283,116406
In-N-Out Burger,37.5992725,-122.0655942,,Union Landing Boulevard,32060,Union City,CA,94587,,,2017-08-07,way,513671493,113313
In-N-Out Burger,33.1250887,-117.324658,,Avenida Encinas,5950,Carlsbad,CA,92008,1993-10-05,,2017-08-07,way,513680065,126141
In-N-Out Burger,36.808492,-119.8831928,,West Shaw Avenue,5106,Fresno,CA,93722,1992-11-30,,2017-08-07,way,513688229,77778
In-N-Out Burger,34.1079083,-117.300613,,West 5th Street,795,San Bernardino,CA,92410,1982-02-11,,2017-08-07,way,513693305,14750
In-N-Out Burger,34.0664654,-117.2618594,,E. Harriman Place,1065,San Bernardino,CA,92408,1984-02-28,,2017-08-15,way,515906891,58947
In-N-Out Burger,38.8726451,-121.3039494,,Groveland Lane,850,Lincoln,CA,95648,2017-05-25,,2017-10-24,way,534687228,144489
In-N-Out Burger,32.9389329,-117.0464915,,Gregg Court,12890,Poway,CA,92064,2011-02-21,,2017-12-04,way,544660623,113056
In-N-Out Burger,33.8190187,-117.8889219,,South State College Boulevard,1168,Anaheim,CA,92806,2015-01-07,,2018-01-21,way,554589723,86026
In-N-Out Burger,38.8019613,-121.2045078,,Crossings Drive,5490,Rocklin,CA,95677,,,2018-02-02,way,557824499,167431
In-N-Out Burger,33.7527837,-117.884761,,Bristol Street,815,Santa Ana,CA,92703,1975-09-28,,2018-06-07,way,594783428,76952
In-N-Out Burger,34.1061842,-117.6096703,,Foothill Boulevard,8955,Rancho Cucamonga,CA,91730,1980-09-15,,2018-06-17,way,598525318,72114
In-N-Out Burger,33.7822106,-118.0725197,,Seal Beach Boulevard,12365,Seal Beach,CA,90740,,,2018-07-21,way,609655262,140781
In-N-Out Burger,38.0053106,-121.8363754,,Delta Gateway Boulevard,4550,Pittsburg,CA,94565,2002-10-08,,2018-08-06,way,614377044,56620
In-N-Out Burger,38.4606347,-122.7253056,,County Center Drive,2131,Santa Rosa,CA,95403,,,2018-10-16,way,635059741,86250
In-N-Out Burger,34.2830782,-118.6909268,,Stearns,2600,Simi Valley,CA,93063,1992-10-22,,2018-10-23,way,637278091,188972
In-N-Out Burger,33.7469537,-117.001705,,West Florida Avenue,2885,Hemet,CA,92545,1988-09-09,,2018-10-23,way,637318224,41131
In-N-Out Burger,33.9670674,-117.4659058,,Clay Street,6634,Riverside,CA,92509,1985-11-29,,2018-11-24,way,648339865,93553
In-N-Out Burger,37.1009831,-121.0145701,,West Henry Miller Avenue,28900,Santa Nella,CA,95322,2012-01-26,,2018-12-15,way,655180957,68654
In-N-Out Burger,34.521129,-117.3220185,,Civic Drive,15290,Victorville,CA,92394,2009-09-24,,2018-12-17,way,655570838,53520
In-N-Out Burger,39.13596,-121.6351815,,Sunsweet Boulevard,1375,Yuba City,CA,95993,2008-03-27,,2019-01-16,way,663755400,69020
In-N-Out Burger,33.6635627,-117.2985219,,Railroad Canyon Road,331,Lake Elsinore,CA,92532,1989-05-18,,2019-01-26,way,666245955,94083
In-N-Out Burger,33.8440345,-117.5364822,,Compton Avenue,2305,Corona,CA,92881,,,2019-02-11,way,669772178,156667
In-N-Out Burger,33.7754004,-117.9933068,,Beach Boulevard,12975,Garden Grove,CA,92841,,,2019-06-22,way,699118277,79972
In-N-Out Burger,33.9974131,-117.7185527,,Grand Avenue,3927,Chino,CA,91710,,,2019-07-08,way,702326849,113391
In-N-Out Burger,39.168719,-123.2104731,,North State Street,1351,Ukiah,CA,95482,,,2019-08-02,way,709826326,59688
In-N-Out Burger,33.831659,-118.1430998,,Lakewood Boulevard,4041,Long Beach,CA,90808,,,2019-08-10,way,712435022,122696
In-N-Out Burger,32.7909651,-117.0998984,,Friars Road,10370,San Diego,CA,92120,2022,,2019-08-22,way,717292583,101863
In-N-Out Burger,37.6658642,-122.4693523,,Gellert Boulevard,372,Daly City,CA,94015,2017-07-27,,2019-09-20,way,726622110,117875
In-N-Out Burger,33.2038979,-117.3838979,,North Coast Highway,936,Oceanside,CA,92054,2016-04-07,,2019-10-25,way,738664437,73365
In-N-Out Burger,38.4627254,-121.4918818,,Delta Shores Circle South,8200,Sacramento,CA,95832,2017-08-24,,2019-10-26,way,738714389,68382
In-N-Out Burger,36.8522428,-119.7905024,,North Blackstone Avenue,8010,Fresno,CA,93720,,,2019-11-18,way,746756504,68807
In-N-Out Burger,34.0749964,-117.4352363,,Sierra Avenue,9855,Fontana,CA,92335,1979-12-27,,2019-11-22,way,748851905,68854
In-N-Out Burger,34.0692616,-117.6114649,,G Street,1891,Ontario,CA,91764,1984-10-19,,2019-11-25,way,749592169,67550
In-N-Out Burger,33.9421083,-117.2601353,,Hemlock Avenue,23035,Moreno Valley,CA,92557,1987-01-07,,2019-11-25,way,749621742,49167
In-N-Out Burger,33.7142574,-116.2331067,,Highway 111,82043,Indio,CA,92201,1988-06-17,,2019-11-26,way,749930500,47951
In-N-Out Burger,37.2518913,-121.8028645,,Cottle Road,5590,San José,CA,95123,2019-05-02,,2019-11-27,way,749951599,113893
In-N-Out Burger,38.1159113,-121.3081644,,West Kettleman Lane,2625,Lodi,CA,95242,,,2019-12-06,way,753195445,118192
In-N-Out Burger,37.3300763,-121.8113032,,East Capitol Expressway,2950,San Jose,CA,95148,2001-12-06,,2020-02-09,way,771076212,159375
In-N-Out Burger,38.257301,-122.0646902,,Holiday Lane,1364,Fairfield,CA,94534,1997-09-09,,2020-03-10,way,779951841,126369
In-N-Out Burger,37.8114308,-121.2980624,,Golden Valley Parkway,6514,Lathrop,CA,95330,2019-10-10,,2020-08-16,way,837519667,121429
In-N-Out Burger,32.8081686,-116.9629506,,Fletcher Parkway,100,El Cajon,CA,92020,,,2020-11-25,way,877672094,81545
In-N-Out Burger,36.7048132,-119.7702515,,South 2nd Street,2657,Fresno,CA,93706,1993-12-15,,2020-11-26,way,877740306,56442
In-N-Out Burger,34.1357314,-117.6347403,,East 20th Street,1152,Upland,CA,91784,,,2020-12-22,way,887379994,151167
In-N-Out Burger,33.8871104,-118.1015981,,Alondra Boulevard,10900,Norwalk,CA,90703,,,2020-12-31,way,890829908,109756
In-N-Out Burger,33.8731537,-118.3075291,,Artesia Boulevard,1701,Gardena,CA,90248,,,2021-02-16,way,907814713,68147
In-N-Out Burger,40.53852,-122.3483858,,Churn Creek Road,4681,Redding,CA,96002,2019-11-12,,2021-05-06,way,940167261,58795
In-N-Out Burger,33.5203113,-117.6191636,,Gateway Place,30651,Rancho Mission Viejo,CA,92675,,,2021-05-17,way,944043790,170560
In-N-Out Burger,33.9400192,-117.9660335,,West Whittier Boulevard,1761,La Habra,CA,90631,,,2021-07-30,way,968620149,114898
In-N-Out Burger,34.0271552,-117.1182477,,Avenue East,31465,Yucaipa,CA,92399,,,2021-08-05,way,970750635,71356
In-N-Out Burger,37.6694708,-121.035645,,Sisk Road,1616,Modesto,CA,95350,,,2021-08-22,way,975386565,59375
In-N-Out Burger,33.9986251,-117.5577211,,Hamner Avenue,4950,Eastvale,CA,91752,,,2021-11-04,way,998922874,132059
In-N-Out Burger,34.4208274,-118.5827921,,The Old Road,27510,Valencia,CA,91355,,2021,2021-11-25,way,1006014112,146838
In-N-Out Burger,33.8752029,-118.1255596,,Bellflower Boulevard,17325,Bellflower,CA,90706,,,2021-12-19,way,1013529277,74618
In-N-Out Burger,34.2801745,-118.8653968,,New Los Angeles Avenue,856,Moorpark,CA,93021,,,2022-01-17,way,1022118726,170682
In-N-Out Burger,33.8885274,-117.2744429,,Van Buren Boulevard,22410,Riverside,CA,92518,,,2022-06-03,way,1066276425,50038
In-N-Out Burger,33.9120433,-117.8894703,,East Imperial Highway,1130,Brea,CA,92821,,,2022-09-27,way,1098149120,94099
In-N-Out Burger,33.4370384,-117.6234649,,Via Pico Plaza,115,San Clemente,CA,92672,,,2022-12-10,way,1120681580,153917
In-N-Out Burger,33.8908167,-117.8151486,,Imperial Highway,18181,Yorba Linda,CA,92886,,,2022-12-15,way,1122237606,130743
In-N-Out Burger,33.9226782,-116.9518217,,East 2nd Street,1551,Beaumont,CA,92223,,,2022-12-16,way,1122740604,113674
In-N-Out Burger,33.9798437,-118.0506858,,Whittier Boulevard,11802,Whittier,CA,90601,,,2023-03-07,way,1152301514,85333
In-N-Out Burger,36.2254962,-119.323274,,East Prosperity Avenue,1591,Tulare,CA,93274,,,2023-04-07,way,1160329908,64533
In-N-Out Burger,40.7843166,-124.1832519,,Broadway Street,2616,Eureka,CA,95501,,,2023-05-07,way,1169525908,48125
In-N-Out Burger,33.7298886,-117.9906321,,Edinger Avenue,7902,Huntington Beach,CA,92647,,,2023-07-15,way,1189882649,102417
In-N-Out Burger,36.3566491,-119.2974745,,West Riggin Avenue,506,Visalia,CA,93291,,,2024-01-04,way,1237085332,87166
In-N-Out Burger,33.8726142,-118.2481617,,South Central Avenue,2200,Compton,CA,90220,,,2024-04-14,way,1272461854,46719
In-N-Out Burger,34.0146824,-117.4618363,,Pyrite Street,4038,Jurupa Valley,CA,92509,,,2024-06-27,way,1296748196,104405
In-N-Out Burger,33.8003136,-117.2315808,,Old Nuevo Road,229,Perris,CA,92570,,,2024-12-07,way,1340666575,59671
In-N-Out Burger,34.3109765,-118.4358181,,Foothill Boulevard,13864,Sylmar,CA,91342,2025-10-28,,2025-01-08,way,1349411644,34360
In-N-Out Burger,33.5001585,-117.6602527,,,,,,,,,2025-02-10,way,1358873214,120114
In-N-Out Burger,35.7473667,-119.2476327,,Woollomes Avenue,505,Delano,CA,93215,,,2025-04-07,way,1375594421,34583
In-N-Out Burger,33.7853623,-117.8912184,,The City Drive South,250,Orange,CA,92868,,,2025-09-06,way,1427593936,68214
In-N-Out Burger,33.7407426,-116.2330971,,Avenue 42,82177,Indio,CA,92203,,,2025-09-14,way,1429831480,116000
In-N-Out Burger,32.5944432,-117.0344183,,Main Court,1810,Chula Vista,CA,91911,,,2025-10-09,way,1436744869,142096
In-N-Out Burger,37.6886244,-120.9586361,,,,,,,,,2025-10-19,way,1443146462,74750
In-N-Out Burger,36.7427544,-119.699588,,,,,,,,,2025-11-13,way,1450309314,69844
In-N-Out Burger,33.6923896,-117.3346227,,,,,,,,,2026-03-25,way,1492539105,94083
