label,name,lat,lon,city,state,postcode,street,housenumber,start_date,osm_first_seen,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,index_right,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
1,In-N-Out Burger,34.0676607,-117.9735077,Baldwin Park,CA,91706,Francisquito Avenue,13850,1948-10-22,2017-01-31,,0.546,0.719,79875,3282,7003,1118,9167,10947,185000.0,129.30210801485845,1.3358139116991259,102.52908578957987,3189
1,In-N-Out Burger,34.1495071,-118.1067943,Pasadena,CA,91107,East Foothill Boulevard,2114,1952-09-18 T00:00:00,2026-01-22,15.278,0.469,0.593,102614,2739,2292,1382,3649,11550,309000.0,834.1385855292739,9.482170742445746,409.1094806687171,2875
1,In-N-Out Burger,34.1131375,-117.7656435,La Verne,CA,91750,Foothill Boulevard,2098,1952-09-18,2016-12-26,19.798,0.51,2.469,82878,6088,1586,2626,5048,12248,23700.0,458.08467456887024,11.349157951136357,849.1756841760292,5762
1,In-N-Out Burger,34.0897086,-117.94086,West Covina,CA,91722,West San Bernardino Road,15610,1962-07-03,2017-02-01,3.88,1.449,1.627,107411,4943,279,2119,3103,10952,181000.0,2365.8833534718324,1.2172368690763127,2295.49141030275,4807
1,In-N-Out Burger,34.1176297,-117.9073672,Azusa,CA,91702,South Azusa Avenue,324,1966-08-01,2017-02-01,4.376,1.735,1.833,83523,2146,248,1085,1309,11578,236000.0,391.2019759953189,3.8463041519420256,243.07576866630035,2202
1,In-N-Out Burger,34.0376509,-117.9516606,La Puente,CA,91744,Amar Road,15259,1968-05-01,2017-02-01,3.897,1.322,1.612,68796,4080,742,1727,3095,12234,227000.0,4351.7792360691265,3.2444664911337098,4212.0638046058175,3922
1,In-N-Out Burger,34.177449,-118.3819185,North Hollywood,CA,91601,Lankershim Boulevard,5864,1971-05-10,2016-07-08,25.503,0.977,1.271,67131,3597,608,1773,2432,11370,188000.0,1036.3355987209875,24.906910793918097,918.1520525832076,3650
1,In-N-Out Burger,34.0779201,-117.7195859,Pomona,CA,91767,Indian Hill Boulevard,1851,1971-05-10,2017-01-30,5.772,2.085,2.768,65800,5674,354,1894,4134,10981,265000.0,502.6025074371151,13.81199839098447,465.049996076191,5448
1,In-N-Out Burger,34.2219426,-118.4307836,Panorama City,CA,91402,Roscoe Boulevard,13651,1972-03-10,2016-07-18,6.684,1.765,2.107,68491,6155,3754,2583,7326,11379,155000.0,2290.5177861536463,28.48199926129464,2114.118859096827,6170
1,In-N-Out Burger,34.0194144,-117.9872983,Hacienda Heights,CA,91745,East Gale,14620,1972-07-24,2017-01-31,3.86,2.031,2.613,87850,4577,550,1993,3134,12232,242000.0,124.76702461948832,4.706261560811016,65.70526138457356,4467
1,In-N-Out Burger,34.2779754,-118.4530792,San Fernando,CA,91340,Laurel Canyon Boulevard,11455,1973-06-02,2016-07-14,6.559,0.587,1.324,62500,4238,912,1732,3418,12115,178000.0,169.0572998561504,31.13477433922185,71.41804143046967,3699
1,In-N-Out Burger,34.0924375,-118.0384294,Temple City,CA,91780,Lower Azusa Road,10601,1973-08-27,2017-02-01,6.583,1.012,1.674,115944,4439,440,1784,3095,10860,660.0,2890.1424748520026,4.465696950074414,3111.991502964513,4813
1,In-N-Out Burger,34.0924375,-118.0384294,Temple City,CA,91780,Lower Azusa Road,10601,1973-08-27,2017-02-01,6.583,1.012,1.674,115944,4439,440,1784,3095,10859,660.0,2890.1424748520026,4.465696950074414,3111.991502964513,4813
1,In-N-Out Burger,33.9012228,-118.0823257,Norwalk,CA,90650,Pioneer Boulevard,14330,1974-02-18,2016-10-31,15.797,2.041,2.804,106818,6578,524,2985,4117,12163,284000.0,2532.9113850116737,14.404875497641898,1707.197651041357,6568
1,In-N-Out Burger,34.0005018,-117.8434543,Diamond Bar,CA,91765,Golden Springs Drive,21133,1974-06-30,2017-02-01,10.794,1.968,2.579,91985,5742,1992,2421,5313,12195,298000.0,184.18990473458723,8.857982647552351,120.35741257712061,5435
1,In-N-Out Burger,34.2410659,-118.2666668,Tujunga,CA,91042,Foothill Boulevard,6225,1975-04-09,2015-08-18,12.742,0.626,3.144,121490,4068,981,2134,2915,11523,141000.0,1307.281778562863,20.55644430499342,1193.9684352856868,4071
1,In-N-Out Burger,33.7527837,-117.884761,Santa Ana,CA,92703,Bristol Street,815,1975-09-28,2018-06-07,24.606,0.623,1.151,76952,9544,1654,3254,7944,2869,295600.0,2662.594326274276,23.282348263797342,2598.760320332098,9108
1,In-N-Out Burger,34.1719759,-118.5666512,Woodland Hills,CA,91364,Ventura Boulevard,19920,1976-02-08,2016-07-16,13.675,1.916,2.33,112800,5080,4771,1985,7866,10666,253000.0,457.1056787483499,35.144666499634724,264.078413555897,5426
1,In-N-Out Burger,33.76644,-117.9720607,Garden Grove,CA,92844,Trask Avenue,9032,1978-06-25,2012-12-07,8.212,1.692,2.153,70664,6729,2373,2778,6324,2592,152300.0,97.96684002218548,21.935156790349442,175.0025984176082,6792
1,In-N-Out Burger,34.0839232,-118.0730362,Rosemead,CA,91770,North Rosemead Boulevard,4242,1978-12-21 T00:00:00,2017-02-02,3.325,0.089,0.592,81875,3772,1502,1781,3493,11358,57000.0,413.2481487949987,6.40672987036043,1339.454183350901,3922
1,In-N-Out Burger,34.1282252,-117.8862498,Azusa,CA,91702,East Alosta Avenue,988,1979,2012-10-08,2.273,4.802,5.049,75333,4391,347,1457,3281,11585,232000.0,1070.3094631389356,5.252266439863305,933.4752874563216,4309
1,In-N-Out Burger,34.0327131,-117.6678134,Ontario,CA,91761,Mountain Avenue,2235,1979-10-04,2014-10-26,6.929,1.822,4.915,80278,4565,1111,2106,3570,13354,220000.0,303.7567437351275,17.140547439851,251.7336910099203,4515
1,In-N-Out Burger,34.0749964,-117.4352363,Fontana,CA,92335,Sierra Avenue,9855,1979-12-27,2019-11-22,21.936,4.915,5.461,68854,6743,6778,2751,10770,12534,185000.0,1016.0501794715324,30.07348313577344,940.4979142658156,7147
1,In-N-Out Burger,34.1048969,-117.8730579,Covina,CA,91724,Grand Avenue,1371,1980,2012-10-11,2.864,2.124,2.593,84135,5947,2193,2558,5582,11586,231000.0,2108.587886861474,5.2312076774005165,1957.9118020984308,5653
1,In-N-Out Burger,34.1061842,-117.6096703,Rancho Cucamonga,CA,91730,Foothill Boulevard,8955,1980-09-15,2018-06-17,9.769,0.172,0.201,72114,5290,332,2085,3537,13019,183000.0,3919.275290764948,20.146254946307153,3850.049495357466,5053
1,In-N-Out Burger,33.8248697,-117.9584946,Anaheim,CA,92804,South Brookhurst Street,600,1980-12-03,2016-08-16,6.617,0.749,1.827,78631,5830,1242,2831,4241,2891,219000.0,2370.264864658797,17.892285288778513,2226.3609066464924,5749
1,In-N-Out Burger,34.1079083,-117.300613,San Bernardino,CA,92410,West 5th Street,795,1982-02-11,2017-08-07,12.926,1.806,2.048,14750,1771,10638,733,11676,13107,183000.0,207.62505067434833,37.794516242833524,164.3460183393589,1771
1,In-N-Out Burger,34.1453244,-118.0312041,Arcadia,CA,91006,North Santa Anita Avenue,420,1982-06-08,2026-01-08,5.918,0.795,1.13,109861,6734,5045,2531,9248,11562,230000.0,344.5801372054994,5.833803649739081,250.7732700812667,6867
1,In-N-Out Burger,33.5452791,-117.6738281,San Juan Capistrano,CA,92675,Camino Capistrano,28782,1982-08-24,2016-03-05,30.226,1.451,2.376,132528,5881,2672,2377,6176,2829,144200.0,261.8547240619769,40.680855657098704,39.951990781058896,6013
1,In-N-Out Burger,34.4270992,-117.3781878,Hesperia,CA,92345,Main Street,13074,1983-06-24,2011-08-07,36.201,0.49,1.907,65829,7460,980,2216,6224,12787,120000.0,232.16955765359583,40.833928416924856,91.968657493656,7537
1,In-N-Out Burger,33.8311352,-118.2884114,Torrance,CA,90502,West Carson Street,730,1983-12-23,2016-04-08,20.562,1.442,2.006,96154,5880,3091,2716,6255,11070,209000.0,120.57609722743932,25.62048117576502,66.22328015668404,5817
1,In-N-Out Burger,34.0664654,-117.2618594,San Bernardino,CA,92408,E. Harriman Place,1065,1984-02-28,2017-08-15,5.829,0.707,1.325,58947,2219,18130,1208,19141,12544,185000.0,258.0992315397348,40.002335287989546,130.50140670955145,2156
1,In-N-Out Burger,33.8743097,-117.878423,Placentia,CA,92870,West Chapman Avenue,825,1984-05-25,2012-11-17,9.214,0.754,2.053,89661,4599,638,2855,2382,2800,225700.0,211.962986722531,15.230538395063476,158.7640085449684,4509
1,In-N-Out Burger,34.025802,-117.7494664,Pomona,CA,91766,South Garey Avenue,2505,1984-08-16,2017-01-30,6.416,1.109,3.038,83279,7280,1161,2675,5766,12324,94000.0,213.9421258249876,12.750320725432498,138.89052944013088,6796
1,In-N-Out Burger,34.0692616,-117.6114649,Ontario,CA,91764,G Street,1891,1984-10-19,2019-11-25,4.109,1.02,2.397,67550,5237,561,1889,3909,12571,217000.0,173.99187169564186,20.015576521863284,83.72489382579779,5490
1,In-N-Out Burger,34.2500159,-118.5019562,Northridge,CA,91325,Balboa Boulevard,9858,1984-12-26,2016-07-13,5.463,1.535,2.429,119311,4746,4075,2525,6296,11103,232000.0,3050.704430982989,32.96117557018714,3018.873634213554,4957
1,In-N-Out Burger,33.924392,-117.92374,La Habra,CA,90631,East Lambert Road,2030,1985-05-14,2011-08-09,6.965,1.049,1.207,77829,3846,6950,2235,8561,2985,48200.0,1393.636943254192,11.22464009124929,4560.114970401309,3437
1,In-N-Out Burger,33.7586954,-118.0195892,Westminster,CA,92683,Westminster Boulevard,6292,1985-06-29,2013-07-18,4.477,0.669,2.969,130722,2971,819,1689,2101,2717,169200.0,255.9253813768636,22.710184410070454,96.8057884745845,2882
1,In-N-Out Burger,33.6436988,-117.922972,Costa Mesa,CA,92627,West 19th Street,594,1985-09-23,2010-07-11,12.634,1.454,2.624,90938,6159,3415,2495,7079,2764,94000.0,569.2746996933496,30.478774727355617,1590.0884707976606,6133
1,In-N-Out Burger,33.9670674,-117.4659058,Riverside,CA,92509,Clay Street,6634,1985-11-29,2018-11-24,12.33,1.416,2.378,93553,2829,1999,1649,3179,13313,162000.0,6610.911435016814,29.45910308870057,6515.203537623664,3055
1,In-N-Out Burger,33.8610094,-118.1246668,Lakewwod,CA,90712,Bellflower Boulevard,5820,1985-12-28,2014-09-10,5.939,0.126,0.559,124321,4871,667,2095,3443,12379,269000.0,2029.2842490462297,18.02428688609201,1979.414232802997,4523
1,In-N-Out Burger,34.2172694,-119.0530116,Camarillo,CA,93010,Ventura Boulevard,1316,1986-08-27,2017-04-16,45.015,0.786,1.242,93587,5588,9893,2150,13331,10741,134000.0,281.99221309896427,63.07136734940885,59.33140373966533,5403
1,In-N-Out Burger,33.8472944,-118.028126,Buena Park,CA,90620,Valley View Street,7926,1986-09-25,2016-12-24,6.898,1.243,1.62,117241,7229,817,3249,4797,2996,186600.0,1251.2480504220453,16.789344911439493,1155.3743272318613,7182
1,In-N-Out Burger,34.7044857,-118.1670082,Lancaster,CA,93536,West Avenue I,2021,1986-11-26,2017-02-07,52.333,0.141,0.741,49345,3086,1981,1416,3651,11304,48000.0,329.32555694038945,44.420235863136675,279.1021944026239,3033
1,In-N-Out Burger,33.9421083,-117.2601353,Moreno Valley,CA,92557,Hemlock Avenue,23035,1987-01-07,2019-11-25,13.829,0.249,0.873,49167,4931,588,2083,3436,13324,156000.0,238.97173647027583,41.291060424899435,120.84826474666795,4778
1,In-N-Out Burger,34.1072482,-117.6862484,Upland,CA,91786,West Foothill Boulevard,1837,1987-04-06,2017-01-21,4.479,1.345,1.574,86780,3832,3212,1699,5345,11602,160000.0,2227.425956775138,15.791144046773113,2106.0930080282214,3862
1,In-N-Out Burger,33.9357751,-117.4039685,Riverside,CA,92504,Indiana Avenue,7467,1987-06-30,2013-08-13,6.689,1.938,2.125,70278,3031,2938,1298,4671,13565,207000.0,106.838194749903,33.48369131492506,29.197199649775047,2679
1,In-N-Out Burger,33.9396311,-118.0468462,Santa Fe Springs,CA,90670,Carmenita,10525,1987-10-21,2016-11-25,5.381,0.24,2.282,63542,7512,28231,3118,32625,12340,45500.0,3521.3353415207653,11.113084398758684,4624.198944705438,7427
1,In-N-Out Burger,34.0005364,-118.0830682,Pico Rivera,CA,90660,Whittier Boulevard,9070,1988-05-13,2016-11-03,7.551,0.138,1.861,50469,5837,1018,2318,4537,12348,33000.0,1719.6462851277263,9.054468440536821,1628.9006327757509,5625
1,In-N-Out Burger,34.0005364,-118.0830682,Pico Rivera,CA,90660,Whittier Boulevard,9070,1988-05-13,2016-11-03,7.551,0.138,1.861,50469,5837,1018,2318,4537,12347,33000.0,1719.6462851277263,9.054468440536821,1628.9006327757509,5625
1,In-N-Out Burger,33.8156649,-116.4013864,Thousand Palms,CA,92276,Varner Road,72265,1988-06-17,2012-07-18,80.513,0.18,7.973,69784,7149,3698,2591,8256,12492,119000.0,289.9101596238261,91.22677514086132,206.77756843348163,7432
1,In-N-Out Burger,33.7142574,-116.2331067,Indio,CA,92201,Highway 111,82043,1988-06-17,2019-11-26,19.213,0.119,1.121,47951,6097,736,2295,4538,12457,83500.0,3356.782451728557,102.26009416308739,3276.2309079610222,6676
1,In-N-Out Burger,33.7469537,-117.001705,Hemet,CA,92545,West Florida Avenue,2885,1988-09-09,2018-10-23,32.257,0.388,4.641,41131,3703,3079,1706,5076,13468,22700.0,1404.0616044623737,59.688707470381694,20365.228973789173,3873
1,In-N-Out Burger,34.3771286,-118.5654074,Newhall,CA,91381,The Old Road,2522,1989-05-18,2017-02-06,15.098,0.325,1.532,131750,6315,3362,3556,6121,11999,192000.0,212.14410091424648,40.000655473489985,25.430444985784185,6464
1,In-N-Out Burger,33.6635627,-117.2985219,Lake Elsinore,CA,92532,Railroad Canyon Road,331,1989-05-18,2019-01-26,28.98,0.301,0.604,94083,3812,1063,1941,2934,12671,124000.0,166.97404854026465,47.80107544750847,112.3523642363455,3380
1,In-N-Out Burger,34.0264562,-118.3942837,Los Angeles,CA,90034,Venice Boulevard,9245,1989-09-06,2016-01-13,16.828,0.104,0.523,82361,2024,1100,1186,1938,10887,255000.0,609.183982411445,25.101898948410284,314.3053078289448,1935
1,In-N-Out Burger,34.849969,-117.08241,Barstow,CA,92311,Lenwood Road,2821,1989-11-14,2012-08-10,54.251,0.105,26.161,86023,3828,1427,1888,3367,12819,68000.0,555.0653222592449,72.78878106782882,343.1467039965726,3921
1,In-N-Out Burger,33.9238773,-118.3953867,El Segundo,CA,90245,North Sepulveda Boulevard,600,1990,2013-08-13,11.407,4.231,4.324,0,0,56240,236,56004,11433,58000.0,972.3226216665798,27.210771253049412,998.6292755444198,0
1,In-N-Out Burger,32.7442148,-117.0432481,Lemon Grove,CA,91945,Broadway,7160,1990-01-16,2016-03-28,104.949,0.442,0.628,37722,4439,3806,1749,6496,2445,147500.0,73.92336646122956,106.55816960744944,63.71552535180715,4379
1,In-N-Out Burger,33.7881165,-117.8164663,Orange,CA,92869,East Chapman Avenue,3501,1990-03-09,2012-08-16,7.435,4.844,4.962,84881,3254,1160,1728,2686,2773,248500.0,1606.571060780224,22.04331213037577,1453.8824161305924,3214
1,In-N-Out Burger,33.1845491,-117.2849666,Vista,CA,92081,Hacienda Drive,2010,1990-08-30,2010-09-25,53.279,0.537,1.942,71630,4134,1092,1660,3566,2000,125000.0,745.4327362146543,73.25973483472475,428.25770822065385,4005
1,In-N-Out Burger,33.5149985,-117.1589537,Temecula,CA,92590,Jefferson Avenue,27700,1990-09-19,2010-11-13,20.977,0.847,1.173,72753,5347,23436,2023,26760,12718,198000.0,1094.4489045002356,60.506761151070265,711.8600272107028,5313
1,In-N-Out Burger,33.7228286,-117.7936564,Tustin,CA,92782,El Camino Real,3020,1990-10-10,2012-10-07,7.56,1.898,2.241,127902,7717,3882,3798,7801,2854,351700.0,446.29062279931907,26.717515802351112,253.29301733626227,7793
1,In-N-Out Burger,34.0714203,-117.8819029,West Covina,CA,91791,East Garvey Avenue South,2940,1990-12-22,2017-02-01,3.811,0.4,0.908,97324,6435,2973,2485,6923,10959,218000.0,86.14467802836606,4.6060915449488045,50.54158325965904,6131
1,In-N-Out Burger,35.2963165,-119.0285818,Bakersfield,CA,93307,Panama Lane,2310,1991-04-24,2010-05-21,102.417,0.982,2.102,57475,3520,813,1208,3125,10471,97000.0,209.9094480778272,103.34170018941707,79.84197017957509,3192
1,In-N-Out Burger,33.9903282,-117.915377,City of Industry,CA,91748,Colima Road,17849,1991-06-18,2011-02-16,6.235,4.861,8.378,66375,629,44697,479,44847,12237,219000.0,1213.5047166919076,6.974506371563321,923.5038917732144,632
1,In-N-Out Burger,33.650158,-117.8406162,Irvine,CA,92612,Campus Drive,4115,1991-07-25,2012-07-14,7.657,0.094,2.351,43291,2695,1258,939,3014,2950,39100.0,2565.310754792593,30.739511839133883,2208.6989059946195,2633
1,In-N-Out Burger,32.9176405,-117.1219195,San Diego,CA,92126,Mira Mesa Boulevard,9410,1991-08-13,2009-03-06,20.637,0.139,6.5,137670,3065,870,1708,2227,1408,255000.0,627.4493074230061,93.9096230179289,399.82713074854087,3025
1,In-N-Out Burger,32.8089416,-117.2188786,San Diego,CA,92109,Damon Avenue,2910,1991-10-24,2009-03-07,15.103,0.231,2.385,85084,6096,1761,2357,5500,1682,195000.0,399.24373589857015,97.86847675553989,136.38238762596947,5792
1,In-N-Out Burger,32.6596905,-117.1066457,National City,CA,91950,Mile of Cars Way,500,1991-11-18,2021-02-19,11.114,0.001,0.971,50158,3600,9930,1159,12371,1631,220000.0,130.1089032059165,109.98923638466947,86.77826989758286,3224
1,In-N-Out Burger,32.8196444,-117.1486589,San Diego,CA,92111,Kearny Mesa Road,4375,1991-12-18,2009-03-06,6.669,1.749,3.545,119167,5074,106997,2666,109405,1519,132500.0,354.39520333155207,99.0487548334686,12.072170441392533,5172
1,In-N-Out Burger,34.5793453,-118.1280496,Palmdale,CA,93550,East Palmdale Boulevard,142,1992,2017-02-07,14.364,2.665,2.824,41047,6169,1136,2071,5234,11288,84000.0,681.6861619238124,35.50268577727365,446.46798329349616,5882
1,In-N-Out Burger,33.9870186,-118.2248363,Huntington Park,CA,90255,Pacific Boulevard,6000,1992-04-23,2016-11-04,13.156,0.588,1.881,41724,3908,2093,1350,4651,10903,286000.0,5380.364891800345,16.514404315907743,5027.679250061799,4129
1,In-N-Out Burger,33.8028518,-118.3284786,Torrance,CA,90505,Crenshaw Boulevard,24445,1992-07-30,2014-01-05,4.857,0.387,3.661,111250,4935,22118,2236,24817,11410,54000.0,1526.9543916288774,28.633475923187873,4490.578781333756,4639
1,In-N-Out Burger,34.2684187,-119.2728981,Ventura,CA,93001,East Harbor Boulevard,2070,1992-09-08,2026-02-17,20.997,0.856,1.319,97939,4816,1592,1967,4441,10762,119000.0,601.5885916890587,76.01184821248766,65.7986629410893,5209
1,In-N-Out Burger,33.8602382,-117.9239346,Fullerton,CA,92832,South Harbor Boulevard,1180,1992-09-16,2012-10-17,4.484,0.266,1.247,84681,6056,17856,2594,21318,3032,205100.0,841.5813319015061,15.594778923973882,793.5903586922515,6032
1,In-N-Out Burger,34.2830782,-118.6909268,Simi Valley,CA,93063,Stearns,2600,1992-10-22,2018-10-23,15.563,1.213,2.792,188972,4574,320,2109,2785,11124,118000.0,193.96569145265377,43.89863093853317,71.60411423033118,4242
1,In-N-Out Burger,36.808492,-119.8831928,Fresno,CA,93722,West Shaw Avenue,5106,1992-11-30,2017-08-07,184.864,1.016,1.836,77778,3746,1321,1399,3668,10435,85000.0,392.47980481171754,104.28792731272807,265.10625424952167,4096
1,In-N-Out Burger,36.7961312,-119.7899153,Fresno,CA,93726,North Blackstone Avenue,4302,1992-12-18,2016-12-24,8.418,1.806,3.413,70837,4794,2889,1748,5935,9983,146000.0,604.4463246682185,108.69207007009413,470.14600417200586,4399
1,In-N-Out Burger,34.1058926,-117.5302475,Rancho Cucamonga,CA,91739,Foothill Boulevard,12599,1993-04-14,2015-05-11,7.312,0.448,0.786,69000,6092,5726,2016,9802,12805,204000.0,195.20293400997804,24.67547045220654,104.55719832355561,5848
1,In-N-Out Burger,34.1520999,-118.4483336,Sherman Oaks,CA,91403,Van Nuys Boulevard,4444,1993-07-15,2015-04-14,6.729,0.753,2.254,78795,4015,4067,2489,5593,10648,279000.0,629.6023567555288,28.25068799368109,543.5694040711198,3960
1,In-N-Out Burger,32.9817026,-117.0775705,San Diego,CA,92128,Carmel Mountain Road,11880,1993-08-02,2016-03-28,8.238,0.084,0.215,114490,4452,10125,2052,12525,1417,260000.0,1030.1766419272335,91.52860555389795,759.1430602802915,4534
1,In-N-Out Burger,33.1250887,-117.324658,Carlsbad,CA,92008,Avenida Encinas,5950,1993-10-05,2017-08-07,7.574,0.305,1.378,126141,4806,4731,1677,7860,1727,210000.0,466.36641133015047,75.6475217457188,55.479627785139336,4654
1,In-N-Out Burger,37.6997987,-121.0676026,Modesto,CA,95356,Pelandale Avenue,3900,1993-10-18,2016-05-28,144.259,1.604,4.042,75898,4726,3707,1890,6543,1255,137000.0,403.93193560625224,14.813982986268515,289.82858254500064,4586
1,In-N-Out Burger,37.2983896,-120.4819639,Merced,CA,95340,Martin Luther King Jr Way,1579,1993-11-18,2014-11-08,68.274,0.088,0.479,36550,3122,4799,1112,6809,1161,47500.0,254.2027869941249,57.168271436023915,261.4467191493561,2911
1,In-N-Out Burger,33.8921015,-118.3617896,Redondo Beach,CA,90278,Inglewood Avenue,3801,1993-12-03,2013-09-17,4.701,0.952,3.925,159438,6035,11650,2477,15208,11864,281000.0,185.29627770414191,26.49563352819274,33.445002517112755,5899
1,In-N-Out Burger,36.7048132,-119.7702515,Fresno,CA,93706,South 2nd Street,2657,1993-12-15,2020-11-26,10.304,0.1,1.672,56442,2037,12654,793,13898,10415,128000.0,455.3014671746184,113.7395678087665,95.14003429746141,1982
1,In-N-Out Burger,33.5649572,-117.7073872,Laguna Niguel,CA,92677,La Paz Road,27380,1994-01-03,2011-03-08,3.802,1.699,1.86,83566,5302,715,1977,4040,2941,33800.0,1115.1301553214105,38.67729177805983,801.7625248194263,5142
1,In-N-Out Burger,35.9861533,-119.9592481,Kettleman City,CA,93239,Bernard Drive,33464,1994-03-24,2013-10-01,81.684,31.298,40.444,47271,4373,2822,1067,6128,10012,7700.0,278.114417530276,146.62960458843898,313.8724828258017,4221
1,In-N-Out Burger,37.7618715,-121.4338024,Tracy,CA,95376,Clover Road,575,1994-06-01,2016-08-16,32.936,0.063,0.72,58765,3170,798,1130,2838,599,130000.0,2105.508995318922,9.071002076014969,200.37538248832414,3055
1,In-N-Out Burger,33.6816156,-117.6694569,Foothill Ranch,CA,92610,Towne Centre Drive,26482,1994-07-06,2015-03-03,12.37,0.104,2.742,155650,11632,15258,5278,21612,2617,42800.0,467.5671340970566,32.42132035944772,358.6513913377039,11631
1,In-N-Out Burger,36.6799421,-121.640894,Salinas,CA,93905,Kern Street,151,1994-09-21,2013-02-14,121.694,1.426,2.837,58306,4812,5381,1554,8639,8357,74000.0,331.4312056367183,81.40465396498358,39.27116976814517,4974
1,In-N-Out Burger,37.9847167,-121.3455875,Stockton,CA,95219,West March Lane,2727,1994-11-30,2014-06-11,25.961,2.068,3.683,113452,3019,2503,1211,4311,1014,111000.0,235.6763132375631,11.465264076773783,155.49818491960136,3112
1,In-N-Out Burger,34.0982296,-118.3417145,West Hollywood,CA,90028,West Sunset Boulevard,7009,1994-12-15,2016-06-10,9.335,0.149,0.278,76037,2473,2230,1396,3307,11719,40500.0,1012.7257643071548,21.791255202396965,1734.1643548081613,2657
1,In-N-Out Burger,38.3664355,-121.9610442,Vacaville,CA,95687,Nut Tree Parkway,170,1995-01-04,2017-08-05,68.526,0.516,0.621,76812,5509,4219,1745,7983,7784,159000.0,446.8834106204569,52.29686167044161,124.43600220609845,5330
1,In-N-Out Burger,33.8826378,-118.0246239,La Mirada,CA,90638,Firestone Boulevard,14341,1995-05-31,2015-05-31,3.943,3.033,3.332,111250,5526,11176,2176,14526,12038,160000.0,513.3938081856924,14.37236119063275,211.37469741052251,5367
1,In-N-Out Burger,36.3133921,-119.3142528,Visalia,CA,93277,Mooney Boulevard,1933,1995-06-21,2014-01-22,59.626,2.689,30.538,71435,4829,836,1870,3795,10332,28500.0,98.62197787797732,150.71310981351027,1868.717937382086,4690
1,In-N-Out Burger,34.4236823,-118.4231668,Santa Clarita,CA,91351,Sand Canyon Road,28368,1995-10-19,2017-02-06,14.039,8.395,9.856,166591,2275,466,1080,1661,11314,113000.0,205.78999639269813,35.294912621068626,150.74841554526944,2219
1,In-N-Out Burger,34.4428948,-119.7907331,Goleta,CA,93111,Calle Real,4865,1995-11-14,2011-07-07,51.342,6.291,26.451,83219,6098,3128,2166,7060,8423,116000.0,163.08484447773318,107.30848492219343,116.51492082184076,5674
1,In-N-Out Burger,38.9013432,-121.0748001,Auburn,CA,95603,Grass Valley Highway,130,1995-11-30,2012-01-02,97.28,0.742,3.549,49358,4382,2810,2071,5121,5195,7800.0,147.92308351919812,75.20725910821331,93.25868739825007,4442
1,In-N-Out Burger,34.1849762,-118.3160926,Burbank,CA,91502,First Street,761,1995-12-14,2009-03-10,6.113,0.455,2.144,20714,2286,2159,1139,3306,12085,202000.0,191.49076451019897,21.457848409309847,65.84853916014488,2366
1,In-N-Out Burger,34.135079,-118.3606104,Los Angeles,CA,90068,Cahuenga Boulevard West,3640,1995-12-27,2016-07-08,4.451,0.377,1.445,142717,3485,40495,2274,41706,10636,231000.0,420.0557914755853,23.1152067780537,33.60079771688108,3438
1,In-N-Out Burger,33.9360892,-118.1242637,Downey,CA,90241,Firestone Boulevard,8767,1996-03-05,2016-11-29,5.478,0.278,0.643,81578,4629,4142,1870,6901,12170,284000.0,2691.6162315689007,13.842377438808068,2584.5754638809235,4868
1,In-N-Out Burger,38.3612473,-122.7142375,Rohnert Park,CA,94928,Redwood Drive,5145,1996-03-27,2016-12-24,65.67,0.511,1.101,75781,5247,7116,2381,9982,6285,111000.0,530.3542211499932,85.88934212749105,137.43238652771672,5403
1,In-N-Out Burger,33.7585004,-118.1111761,Long Beach,CA,90803,Pacific Coast Highway,6391,1996-04-25,2015-12-11,8.467,1.814,3.237,0,0,940,106,834,2567,43800.0,1160.2335412233374,24.06493731698872,2231.2681713517295,0
1,In-N-Out Burger,33.7585004,-118.1111761,Long Beach,CA,90803,Pacific Coast Highway,6391,1996-04-25,2015-12-11,8.467,1.814,3.237,0,0,940,106,834,11394,40500.0,1160.2335412233374,24.06493731698872,2231.2681713517295,0
1,In-N-Out Burger,37.4262921,-121.9224308,Milpitas,CA,95035,Ranch Drive,50,1996-09-05,2011-06-13,56.971,0.111,1.621,107438,2325,44367,826,45866,6928,58000.0,301.09151450568675,44.288622383102584,255.3847338639602,1920
1,In-N-Out Burger,37.4262921,-121.9224308,Milpitas,CA,95035,Ranch Drive,50,1996-09-05,2011-06-13,56.971,0.111,1.621,107438,2325,44367,826,45866,6929,58000.0,301.09151450568675,44.288622383102584,255.3847338639602,1920
1,In-N-Out Burger,38.4241094,-121.3914858,Elk Grove,CA,95624,East Stockton Boulevard,9188,1996-11-14,2013-12-23,49.023,0.827,1.548,124506,5940,1490,2482,4948,5963,135000.0,432.0237648980892,41.74578252769288,223.36406584439843,5747
1,In-N-Out Burger,33.9537073,-118.3967844,Los Angeles,CA,90045,South Sepulveda Boulevard,9149,1997-01-22,2016-05-26,3.319,1.186,1.559,106563,2325,4257,1402,5180,11436,77000.0,263.2602641466485,26.512137823422222,2840.0439412257656,2220
