name,lat,lon,address,street,housenumber,city,state,postcode,start_date,opening_date,osm_first_seen,osm_type,osm_id,dist_to_nearest_prior_km
In-N-Out Burger,33.8385765,-117.9412639,,North Euclid Street,540,Anaheim,CA,92801,,,2012-11-02,way,188704202,2.204
In-N-Out Burger,32.8390346,-116.9939069,,Mission Gorge Road,9414,Santee,CA,92071,2012-11-28,,2017-08-06,way,513328283,11.508
In-N-Out Burger,38.6553873,-121.525903,,Del Paso Road,2900,Sacramento,CA,95834,,,2012-12-03,way,194238539,2.792
In-N-Out Burger,33.7003858,-117.988592,,Beach Boulevard,18062,Huntington Beach,CA,92648,,,2013-10-05,way,240575511,6.509
In-N-Out Burger,38.0893983,-122.5547212,,Vintage Way,216,Novato,CA,94945,2013-11-14,,2010-12-20,way,90671576,17.148
In-N-Out Burger,36.3212857,-119.6735995,,South 12th Avenue,280,Hanford,CA,93230,2013-12-19,,2016-08-16,way,437482255,32.208
In-N-Out Burger,37.5204744,-120.8817351,,Countryside Drive,3071,Turlock,CA,95380,,,2014-05-11,way,281221358,25.8
In-N-Out Burger,33.9085328,-117.5616904,,Hamner Avenue,1810,Norco,CA,92860,,,2014-05-17,way,282603870,5.64
In-N-Out Burger,38.6702663,-121.7279475,,Bronze Star Drive,2011,Woodland,CA,95776,,,2014-05-18,node,2865600212,14.402
In-N-Out Burger,33.0473003,-117.2850115,,Calle Magdalena,130,Encinitas,CA,92024,2014-05-22,,2016-12-24,way,461578895,9.405
In-N-Out Burger,37.9969522,-121.3145439,,Pacific Avenue,5202,Stockton,CA,95207,,,2014-06-11,way,287546520,3.042
In-N-Out Burger,33.7911921,-118.1401438,,Los Coyotes Diagonal,4600,Long Beach,CA,90815,,,2014-06-30,way,290482493,4.515
In-N-Out Burger,33.8190187,-117.8889219,,South State College Boulevard,1168,Anaheim,CA,92806,2015-01-07,,2018-01-21,way,554589723,5.124
In-N-Out Burger,34.1836629,-118.914599,,Newbury Road,1550,Newbury Park,CA,91320,,,2015-02-23,way,329946373,13.267
In-N-Out Burger,34.107881,-117.1937193,,Greenspot Road,28009,Highland,CA,92346,,,2015-03-25,way,334657840,7.784
In-N-Out Burger,38.5980058,-121.419456,,Alta Arden Expressway,2001,Sacramento,CA,95825,,,2015-04-22,node,3471659543,8.538
In-N-Out Burger,37.7838136,-122.2772451,,Willie Stargell Avenue,555,Alameda,CA,94501,2015-05-14,,2015-07-21,way,361611704,12.691
In-N-Out Burger,36.6056964,-121.8581583,,Del Monte Boulevard,1315,Seaside,CA,93955,2016-02-22,,2016-09-26,way,444359029,21.069
In-N-Out Burger,33.2038979,-117.3838979,,North Coast Highway,936,Oceanside,CA,92054,2016-04-07,,2019-10-25,way,738664437,8.721
In-N-Out Burger,34.1475424,-118.7974812,,Russell Ranch Road,30780,Westlake Village,CA,91361,,,2016-05-11,way,417141543,11.5
In-N-Out Burger,33.6425793,-117.6052232,,Santa Margarita Parkway,30121,Rancho Santa Margarita,CA,92688,,,2016-07-27,way,433664987,7.361
In-N-Out Burger,33.8120393,-118.1833165,,East Spring Street,799,Signal Hill,CA,90755,,,2016-09-06,way,441031912,4.614
In-N-Out Burger,33.9527632,-118.1882999,,Firestone Boulevard,4601,South Gate,CA,90280,,,2016-11-04,way,451382978,5.085
In-N-Out Burger,33.9213836,-116.8036214,,Seminole Drive,49188,Cabazon,CA,92230,,,2016-11-29,way,456656007,26.663
In-N-Out Burger,34.4704723,-117.2909575,,Bear Valley Road,17069,Hesperia,CA,92392,,,2016-12-24,way,461501761,6.311
In-N-Out Burger,34.1344181,-117.3699886,,East Easton Street,108,Rialto,CA,92376,,,2016-12-27,way,462163094,7.034
In-N-Out Burger,37.6869487,-122.1311232,,Hesperian Boulevard,15575,San Leandro,CA,94579,,,2017-03-06,way,478823773,16.767
In-N-Out Burger,37.9760571,-122.0655412,,Contra Costa Boulevard,570,Pleasant Hill,CA,94523,,,2017-05-04,way,491249144,20.344
In-N-Out Burger,38.8726451,-121.3039494,,Groveland Lane,850,Lincoln,CA,95648,2017-05-25,,2017-10-24,way,534687228,9.403
In-N-Out Burger,37.6658642,-122.4693523,,Gellert Boulevard,372,Daly City,CA,94015,2017-07-27,,2019-09-20,way,726622110,2.496
In-N-Out Burger,37.5992725,-122.0655942,,Union Landing Boulevard,32060,Union City,CA,94587,,,2017-08-07,way,513671493,11.329
In-N-Out Burger,38.4627254,-121.4918818,,Delta Shores Circle South,8200,Sacramento,CA,95832,2017-08-24,,2019-10-26,way,738714389,9.741
In-N-Out Burger,38.8019613,-121.2045078,,Crossings Drive,5490,Rocklin,CA,95677,,,2018-02-02,way,557824499,6.81
In-N-Out Burger,33.7822106,-118.0725197,,Seal Beach Boulevard,12365,Seal Beach,CA,90740,,,2018-07-21,way,609655262,4.441
In-N-Out Burger,38.4606347,-122.7253056,,County Center Drive,2131,Santa Rosa,CA,95403,,,2018-10-16,way,635059741,11.093
In-N-Out Burger,38.1247963,-122.2277085,,Admiral Callaghan Lane,720,Vallejo,CA,94591,2019-01-13,,2013-09-19,way,238540418,16.753
In-N-Out Burger,33.8440345,-117.5364822,,Compton Avenue,2305,Corona,CA,92881,,,2019-02-11,way,669772178,7.54
In-N-Out Burger,37.2518913,-121.8028645,,Cottle Road,5590,San José,CA,95123,2019-05-02,,2019-11-27,way,749951599,5.012
In-N-Out Burger,38.6604251,-121.3571339,,Madison Avenue,4600,Sacramento,CA,95841,,,2019-06-10,node,6536240028,8.802
In-N-Out Burger,33.7754004,-117.9933068,,Beach Boulevard,12975,Garden Grove,CA,92841,,,2019-06-22,way,699118277,2.202
In-N-Out Burger,33.9974131,-117.7185527,,Grand Avenue,3927,Chino,CA,91710,,,2019-07-08,way,702326849,4.252
In-N-Out Burger,39.168719,-123.2104731,,North State Street,1351,Ukiah,CA,95482,,,2019-08-02,way,709826326,89.253
In-N-Out Burger,33.831659,-118.1430998,,Lakewood Boulevard,4041,Long Beach,CA,90808,,,2019-08-10,way,712435022,3.681
In-N-Out Burger,37.8114308,-121.2980624,,Golden Valley Parkway,6514,Lathrop,CA,95330,2019-10-10,,2020-08-16,way,837519667,9.409
In-N-Out Burger,40.53852,-122.3483858,,Churn Creek Road,4681,Redding,CA,96002,2019-11-12,,2021-05-06,way,940167261,5.205
In-N-Out Burger,36.8522428,-119.7905024,,North Blackstone Avenue,8010,Fresno,CA,93720,,,2019-11-18,way,746756504,6.24
In-N-Out Burger,38.1159113,-121.3081644,,West Kettleman Lane,2625,Lodi,CA,95242,,,2019-12-06,way,753195445,13.239
In-N-Out Burger,32.8081686,-116.9629506,,Fletcher Parkway,100,El Cajon,CA,92020,,,2020-11-25,way,877672094,4.489
In-N-Out Burger,34.1357314,-117.6347403,,East 20th Street,1152,Upland,CA,91784,,,2020-12-22,way,887379994,4.015
In-N-Out Burger,33.8871104,-118.1015981,,Alondra Boulevard,10900,Norwalk,CA,90703,,,2020-12-31,way,890829908,2.372
In-N-Out Burger,33.8731537,-118.3075291,,Artesia Boulevard,1701,Gardena,CA,90248,,,2021-02-16,way,907814713,4.995
In-N-Out Burger,33.5203113,-117.6191636,,Gateway Place,30651,Rancho Mission Viejo,CA,92675,,,2021-05-17,way,944043790,5.778
In-N-Out Burger,33.9400192,-117.9660335,,West Whittier Boulevard,1761,La Habra,CA,90631,,,2021-07-30,way,968620149,4.271
In-N-Out Burger,34.0271552,-117.1182477,,Avenue East,31465,Yucaipa,CA,92399,,,2021-08-05,way,970750635,11.353
In-N-Out Burger,37.6694708,-121.035645,,Sisk Road,1616,Modesto,CA,95350,,,2021-08-22,way,975386565,4.391
In-N-Out Burger,33.9156675,-117.4420167,,Van Buren Boulevard,3483,Riverside,CA,92503,,,2021-10-07,node,9156015828,4.162
In-N-Out Burger,33.9986251,-117.5577211,,Hamner Avenue,4950,Eastvale,CA,91752,,,2021-11-04,way,998922874,7.754
In-N-Out Burger,34.4208274,-118.5827921,,The Old Road,27510,Valencia,CA,91355,,2021,2021-11-25,way,1006014112,4.026
In-N-Out Burger,33.8752029,-118.1255596,,Bellflower Boulevard,17325,Bellflower,CA,90706,,,2021-12-19,way,1013529277,1.58
In-N-Out Burger,32.7909651,-117.0998984,,Friars Road,10370,San Diego,CA,92120,2022,,2019-08-22,way,717292583,4.721
In-N-Out Burger,34.2801745,-118.8653968,,New Los Angeles Avenue,856,Moorpark,CA,93021,,,2022-01-17,way,1022118726,11.646
In-N-Out Burger,33.8885274,-117.2744429,,Van Buren Boulevard,22410,Riverside,CA,92518,,,2022-06-03,way,1066276425,6.102
In-N-Out Burger,33.9120433,-117.8894703,,East Imperial Highway,1130,Brea,CA,92821,,,2022-09-27,way,1098149120,3.447
In-N-Out Burger,38.4086698,-121.4128061,,Elk Grove Boulevard,7620,Elk Grove,CA,95757,,,2022-11-20,node,10203025597,2.529
In-N-Out Burger,33.4370384,-117.6234649,,Via Pico Plaza,115,San Clemente,CA,92672,,,2022-12-10,way,1120681580,9.268
In-N-Out Burger,33.8908167,-117.8151486,,Imperial Highway,18181,Yorba Linda,CA,92886,,,2022-12-15,way,1122237606,4.128
In-N-Out Burger,33.9226782,-116.9518217,,East 2nd Street,1551,Beaumont,CA,92223,,,2022-12-16,way,1122740604,13.675
In-N-Out Burger,33.9798437,-118.0506858,,Whittier Boulevard,11802,Whittier,CA,90601,,,2023-03-07,way,1152301514,3.769
In-N-Out Burger,36.2254962,-119.323274,,East Prosperity Avenue,1591,Tulare,CA,93274,,,2023-04-07,way,1160329908,9.807
In-N-Out Burger,40.7843166,-124.1832519,,Broadway Street,2616,Eureka,CA,95501,,,2023-05-07,way,1169525908,156.336
In-N-Out Burger,33.7298886,-117.9906321,,Edinger Avenue,7902,Huntington Beach,CA,92647,,,2023-07-15,way,1189882649,3.286
In-N-Out Burger,33.7363437,-116.4076788,,Bob Hope Drive,42560,Rancho Mirage,CA,92270,,,2023-10-08,node,11247323206,8.839
In-N-Out Burger,36.3566491,-119.2974745,,West Riggin Avenue,506,Visalia,CA,93291,,,2024-01-04,way,1237085332,5.039
In-N-Out Burger,34.0745597,-117.3708177,,South Riverside Avenue,1456,Rialto,CA,92376,,,2024-03-25,node,11762038014,5.933
In-N-Out Burger,33.8726142,-118.2481617,,South Central Avenue,2200,Compton,CA,90220,,,2024-04-14,way,1272461854,5.481
In-N-Out Burger,33.71257,-116.29265,,Highway 111,78611,La Quinta,CA,92253,,,2024-05-04,node,11879184488,5.511
In-N-Out Burger,32.5774169,-117.0805352,,Outer Road,1093,San Diego,CA,92154,,,2024-05-04,node,11879184489,9.47
In-N-Out Burger,34.0146824,-117.4618363,,Pyrite Street,4038,Jurupa Valley,CA,92509,,,2024-06-27,way,1296748196,5.308
In-N-Out Burger,38.414588,-122.7129892,,Santa Rosa Avenue,2532,Santa Rosa,CA,95407,,,2024-08-17,node,12117334306,5.231
In-N-Out Burger,33.8003136,-117.2315808,,Old Nuevo Road,229,Perris,CA,92570,,,2024-12-07,way,1340666575,10.578
In-N-Out Burger,33.5001585,-117.6602527,,,,,,,,,2025-02-10,way,1358873214,4.42
In-N-Out Burger,35.7473667,-119.2476327,,Woollomes Avenue,505,Delano,CA,93215,,,2025-04-07,way,1375594421,42.917
In-N-Out Burger,33.7853623,-117.8912184,,The City Drive South,250,Orange,CA,92868,,,2025-09-06,way,1427593936,3.671
In-N-Out Burger,33.7407426,-116.2330971,,Avenue 42,82177,Indio,CA,92203,,,2025-09-14,way,1429831480,2.945
In-N-Out Burger,32.5944432,-117.0344183,,Main Court,1810,Chula Vista,CA,91911,,,2025-10-09,way,1436744869,4.717
In-N-Out Burger,37.6886244,-120.9586361,,,,,,,,,2025-10-19,way,1443146462,7.104
In-N-Out Burger,34.3109765,-118.4358181,,Foothill Boulevard,13864,Sylmar,CA,91342,2025-10-28,,2025-01-08,way,1349411644,3.997
In-N-Out Burger,36.7427544,-119.699588,,,,,,,,,2025-11-13,way,1450309314,7.58
In-N-Out Burger,34.0364893,-118.0975591,,Market Place Drive,5500,Monterey Park,CA,91755,,,2026-02-05,node,13527495749,4.215
In-N-Out Burger,33.6923896,-117.3346227,,,,,,,,,2026-03-25,way,1492539105,4.63
In-N-Out Burger,35.496978,-120.6843963,,San Anselmo Road,6000,Atascadero,CA,93422,https://locations.in-n-out.com/98,,2012-06-02,way,165800311,41.852
