source_ino_city,source_ino_lat,source_ino_lon,source_ino_date,name,lat,lon,city,street,housenumber,postcode,competitor_created,distance_km
Norco,33.9085328,-117.5616904,2014-05-17,Fazoli's,33.9001202,-117.5621632,,,,,2014-06-09,0.936
Norco,33.9085328,-117.5616904,2014-05-17,McDonald's,33.8976568,-117.5618726,Norco,Hidden Valley Parkway,150,92860,2014-06-09,1.209
Woodland,38.6702663,-121.7279475,2014-05-18,Subway,38.6703242,-121.7271609,Woodland,Bronze Star Drive,2021,95776,2014-05-18,0.069
Woodland,38.6702663,-121.7279475,2014-05-18,Panda Express,38.6701996,-121.7262955,Woodland,Bronze Star Drive,2041,95776,2014-05-18,0.144
Woodland,38.6702663,-121.7279475,2014-05-18,Chipotle,38.5378522,-121.4924816,Sacramento,Freeport Boulevard,4001,95822,2014-08-28,25.208
Woodland,38.6702663,-121.7279475,2014-05-18,Taco Bell,38.4576423,-121.8421018,Dixon,Ary Lane,1420,95620,2014-10-11,25.641
Woodland,38.6702663,-121.7279475,2014-05-18,Jack in the Box,38.5471309,-121.4536925,Sacramento,Broadway;Stockton Boulevard,4601,95817,2014-10-10,27.484
Encinitas,33.0473003,-117.2850115,2014-05-22,Angelo’s,33.0444589,-117.2939169,,,,,2014-09-04,0.888
Encinitas,33.0473003,-117.2850115,2014-05-22,Panera Bread,33.1370817,-117.176441,San Marcos,Grand Avenue,575,92078,2015-01-13,14.211
Encinitas,33.0473003,-117.2850115,2014-05-22,Chipotle,33.137014,-117.176197,San Marcos,Grand Avenue,575,92078,2015-01-13,14.222
Encinitas,33.0473003,-117.2850115,2014-05-22,Papa John's,33.1447851,-117.162145,San Marcos,North Twin Oaks Valley Road,407,92069,2015-01-13,15.764
Encinitas,33.0473003,-117.2850115,2014-05-22,Papa John's,32.8616948,-117.2234069,San Diego,Regents Road,7708,92122,2015-01-10,21.424
Stockton,37.9969522,-121.3145439,2014-06-11,Chipotle,37.9946845,-121.3134162,Stockton,Pacific Avenue,4940,95207,2014-06-11,0.271
Stockton,37.9969522,-121.3145439,2014-06-11,Panera Bread,37.9940512,-121.3131875,Stockton,Pacific Avenue,4932,95207,2014-06-11,0.344
Stockton,37.9969522,-121.3145439,2014-06-11,Five Guys,38.0010009,-121.3183327,Stockton,Pacific Avenue,5633,95207,2014-06-11,0.559
Stockton,37.9969522,-121.3145439,2014-06-11,McDonald's,37.9892875,-121.312488,Stockton,Pacific Avenue,4515,95207-7694,2014-06-11,0.871
Stockton,37.9969522,-121.3145439,2014-06-11,Wienerschnitzel,37.9900559,-121.319394,,,,,2014-06-11,0.877
Long Beach,33.7911921,-118.1401438,2014-06-30,Habit Burger & Grill,33.787349,-118.1395677,,,,,2014-07-12,0.431
Long Beach,33.7911921,-118.1401438,2014-06-30,El Pollo Loco,33.7970151,-118.1337178,,,,,2014-08-10,0.879
Long Beach,33.7911921,-118.1401438,2014-06-30,Jack in the Box,33.7901297,-118.1523074,Long Beach,Pacific Coast Highway,3399,90755,2014-08-13,1.13
Long Beach,33.7911921,-118.1401438,2014-06-30,Del Taco,33.7895858,-118.1548015,,,,,2014-08-13,1.366
Long Beach,33.7911921,-118.1401438,2014-06-30,MVP's Grill & Patio,33.7958483,-118.1260478,,,,,2014-10-04,1.402
Anaheim,33.8190187,-117.8889219,2015-01-07,Panda Express,33.8037515,-117.8873045,Anaheim,East Katella Avenue,2055,92806,2015-08-27,1.704
Anaheim,33.8190187,-117.8889219,2015-01-07,Wetzel's Pretzels,33.8088377,-117.920707,,,,,2015-07-07,3.147
Anaheim,33.8190187,-117.8889219,2015-01-07,Flo's V8 Café,33.8055749,-117.9192035,,Route 66,,,2015-04-09,3.172
Anaheim,33.8190187,-117.8889219,2015-01-07,Poultry Palace,33.8047527,-117.9214377,,,,,2015-04-20,3.397
Anaheim,33.8190187,-117.8889219,2015-01-07,Sbarro,33.8001152,-117.919251,,,,,2015-07-15,3.503
Newbury Park,34.1836629,-118.914599,2015-02-23,Jersey Mike's Subs,34.1833433,-118.9154549,,,,,2015-11-18,0.086
Newbury Park,34.1836629,-118.914599,2015-02-23,Del Taco,34.1879033,-118.9117749,,North Ventu Park Road,591,,2015-11-18,0.538
Newbury Park,34.1836629,-118.914599,2015-02-23,Subway,34.1824094,-118.923973,,,,,2015-11-18,0.873
Newbury Park,34.1836629,-118.914599,2015-02-23,Domino's,34.1832343,-118.928982,Newbury Park,Michael Drive,2409,91320,2015-11-20,1.324
Newbury Park,34.1836629,-118.914599,2015-02-23,Red Wok,34.1823997,-118.9291045,,,,,2015-11-18,1.342
Highland,34.107881,-117.1937193,2015-03-25,Unknown,34.1355924,-117.2430984,,,,,2015-04-16,5.491
Highland,34.107881,-117.1937193,2015-03-25,Burger King,34.116355,-117.2783692,San Bernardino,North Waterman,935,92410-3801,2015-05-22,7.85
Highland,34.107881,-117.1937193,2015-03-25,Church's Chicken,34.1209915,-117.2790832,San Bernardino,East Baseline Street,299,92410,2015-05-22,7.993
Highland,34.107881,-117.1937193,2015-03-25,McDonald's,34.1660518,-117.3320469,San Bernardino,University Parkway,4155,92407-4699,2015-07-04,14.28
Highland,34.107881,-117.1937193,2015-03-25,Rubio's,33.9759479,-117.3374837,,,,,2015-08-31,19.766
Sacramento,38.5980058,-121.419456,2015-04-22,Del Taco,38.5958082,-121.4148051,Sacramento,Arden Way,2200,95825,2015-04-22,0.472
Sacramento,38.5980058,-121.419456,2015-04-22,Jack in the Box,38.596419,-121.4110872,Sacramento,Arden Way,2293,95825,2015-04-22,0.748
Sacramento,38.5980058,-121.419456,2015-04-22,Carl's Jr.,38.6140601,-121.5155916,Sacramento,West El Camino Avenue,2460,95833,2015-12-01,8.542
Sacramento,38.5980058,-121.419456,2015-04-22,Jamba,38.6131969,-121.516512,Sacramento,Gateway Oaks Drive,2600,95833,2015-12-01,8.601
Sacramento,38.5980058,-121.419456,2015-04-22,Sandwich Spot,38.5434376,-121.4907461,Sacramento,11th Avenue,2108,95818,2015-05-03,8.673
Alameda,37.7838136,-122.2772451,2015-05-14,Domino's,37.7969935,-122.275527,Oakland,Broadway,314,94607,2015-10-04,1.473
Alameda,37.7838136,-122.2772451,2015-05-14,Hometown Donuts,37.7967027,-122.2653248,,,,,2015-10-22,1.775
Alameda,37.7838136,-122.2772451,2015-05-14,McDonald's,37.8031883,-122.282176,Oakland,Market Street,800,94607-3116,2015-10-31,2.198
Alameda,37.7838136,-122.2772451,2015-05-14,Chipotle,37.8036667,-122.271348,Oakland,Broadway,1302,94612,2016-01-05,2.268
Alameda,37.7838136,-122.2772451,2015-05-14,Mystical Mixes,37.8036092,-122.2702987,,Franklin Street,1319,,2016-01-05,2.284
Seaside,36.6056964,-121.8581583,2016-02-22,Round Table Pizza,36.6856514,-121.8010959,,,,,2016-11-17,10.245
Seaside,36.6056964,-121.8581583,2016-02-22,Take and Bake Pizza,36.6868645,-121.7999801,,,,,2016-11-17,10.412
Seaside,36.6056964,-121.8581583,2016-02-22,Subway,36.6846739,-121.7949761,Marina,Reservation Road,266,93933,2016-11-17,10.435
Seaside,36.6056964,-121.8581583,2016-02-22,Carl's Jr,36.6964584,-121.6693005,Salinas,North Davis Road,1061,93907,2016-04-17,19.639
Seaside,36.6056964,-121.8581583,2016-02-22,Sonic,36.6965778,-121.6682531,Salinas,North Davis Road,1080,93907,2016-04-17,19.726
Oceanside,33.2038979,-117.3838979,2016-04-07,Subway,33.2235974,-117.3959154,Camp Pendelton,Area,21,92055,2016-11-03,2.459
Oceanside,33.2038979,-117.3838979,2016-04-07,McDonald's,33.2251963,-117.3922628,Camp Pendleton,Vandegrift Boulevard,20844,92055,2016-11-02,2.493
Oceanside,33.2038979,-117.3838979,2016-04-07,Panda Express,33.2259221,-117.393307,,,,,2016-09-14,2.601
Oceanside,33.2038979,-117.3838979,2016-04-07,Dunkin',33.2281612,-117.390221,Oceanside,,,92058,2016-09-14,2.761
Oceanside,33.2038979,-117.3838979,2016-04-07,McDonald's,33.1821592,-117.3402468,Oceanside,Vista Way,2185,92054,2016-10-29,4.727
Westlake Village,34.1475424,-118.7974812,2016-05-11,Wendy's,34.1551211,-118.7934879,Westlake Village,Lindero Canyon Road,5788,91362,2016-12-26,0.919
Westlake Village,34.1475424,-118.7974812,2016-05-11,Burger King,34.1450321,-118.7600393,Agoura,Roadside Drive,29136,91301,2016-12-24,3.457
Westlake Village,34.1475424,-118.7974812,2016-05-11,Taco Bell,34.15166,-118.7587485,Agoura Hills,Kanan Road,5589,91301,2016-12-26,3.594
Westlake Village,34.1475424,-118.7974812,2016-05-11,Carl's Jr.,34.1551009,-118.7571499,,,,,2016-12-26,3.805
Westlake Village,34.1475424,-118.7974812,2016-05-11,Yum Yum Donuts,34.1560796,-118.7565376,,,,,2016-12-26,3.885
Rancho Santa Margarita,33.6425793,-117.6052232,2016-07-27,Subway,33.6367969,-117.5994199,Rancho Santa Margarita,Avenida de Las Banderas,30486,92688,2016-09-29,0.838
Rancho Santa Margarita,33.6425793,-117.6052232,2016-07-27,Wingstop,33.6409215,-117.5948575,,El Paseo,22195,92688,2017-03-15,0.977
Rancho Santa Margarita,33.6425793,-117.6052232,2016-07-27,Chipotle,33.6390999,-117.5940565,Rancho Santa Margarita,El Paseo,22245,92688,2016-07-29,1.104
Rancho Santa Margarita,33.6425793,-117.6052232,2016-07-27,Bruegger's Bagels,33.6379696,-117.5905442,Rancho Santa Margarita,Antonio Parkway,,92688,2016-08-01,1.452
Rancho Santa Margarita,33.6425793,-117.6052232,2016-07-27,Golden Spoon,33.6496793,-117.5828666,,,,,2016-08-07,2.215
Signal Hill,33.8120393,-118.1833165,2016-09-06,Jack in the Box,33.8120491,-118.1826147,Signal Hill,East Spring Street,801,90755,2016-09-06,0.065
Signal Hill,33.8120393,-118.1833165,2016-09-06,Carl's Jr.,33.804773,-118.18973,Long Beach,East Willow Street,271,90806,2017-02-21,1.002
Signal Hill,33.8120393,-118.1833165,2016-09-06,Arby's,33.822306,-118.1847129,Long Beach,Atlantic Avenue,3602,90807,2016-09-06,1.149
Signal Hill,33.8120393,-118.1833165,2016-09-06,Pollo Loco,33.8031818,-118.1897818,,Long Beach Boulevard,,,2016-09-07,1.152
Signal Hill,33.8120393,-118.1833165,2016-09-06,Del Taco,33.80474,-118.1696297,,,,,2016-09-06,1.503
South Gate,33.9527632,-118.1882999,2016-11-04,Jack in the Box,33.9513946,-118.1825588,South Gate,Atlantic Avenue,8920,90280,2016-11-04,0.551
South Gate,33.9527632,-118.1882999,2016-11-04,McDonald's,33.9535445,-118.1971713,South Gate,East Firestone Boulevard,4135,90280,2016-11-04,0.823
South Gate,33.9527632,-118.1882999,2016-11-04,McDonald's,33.9612595,-118.1863049,Cudahy,Atlantic Avenue,8029,90201,2016-11-04,0.962
South Gate,33.9527632,-118.1882999,2016-11-04,Chris's Hamburgers,33.9654663,-118.1873706,Cudahy,Atlantic Avenue,7701,90201,2016-11-04,1.415
South Gate,33.9527632,-118.1882999,2016-11-04,Taco Bell,33.9677131,-118.1870886,,,,,2016-11-04,1.666
Cabazon,33.9213836,-116.8036214,2016-11-29,Taco Bell,33.9222921,-116.8054538,Cabazon,Seminole Drive,49030,92230,2016-11-29,0.197
Cabazon,33.9213836,-116.8036214,2016-11-29,Ruby's Diner,33.9226444,-116.8064179,,,,,2016-11-29,0.294
Cabazon,33.9213836,-116.8036214,2016-11-29,Del Taco,33.8035591,-116.971692,,,,,2017-03-02,20.309
Cabazon,33.9213836,-116.8036214,2016-11-29,Panda Express,33.8041654,-116.9725912,,,,,2017-03-02,20.33
Cabazon,33.9213836,-116.8036214,2016-11-29,Jack in the Box,33.8124568,-116.5443472,Palm Springs,South Palm Canyon Drive,694,92264,2017-03-15,26.828
Hesperia,34.4704723,-117.2909575,2016-12-24,Taco Bell,34.4713451,-117.2863147,Victorville,Bear Valley Road,17250,92392,2017-08-19,0.437
Hesperia,34.4704723,-117.2909575,2016-12-24,Chipotle,34.4706483,-117.2457262,Apple Valley,Bear Valley Road,19179,92308,2017-05-22,4.146
Hesperia,34.4704723,-117.2909575,2016-12-24,Papa John's,34.4718086,-117.2428544,Apple Valley,Apple Valley Road,12218,92308,2017-06-09,4.412
Hesperia,34.4704723,-117.2909575,2016-12-24,Del Taco,34.4733794,-117.2417828,,,,,2017-03-17,4.519
Hesperia,34.4704723,-117.2909575,2016-12-24,El Pollo Loco,34.4716092,-117.2391054,Apple Valley,Bear Valley Road,19380,92308,2017-05-17,4.755
Rialto,34.1344181,-117.3699886,2016-12-27,Taco Bell,34.1386277,-117.4546743,Fontana,Sierra Lakes Parkway,16045,92336,2017-05-22,7.808
Rialto,34.1344181,-117.3699886,2016-12-27,Farmer Boys,34.1387129,-117.4553816,,,,,2017-05-22,7.874
Rialto,34.1344181,-117.3699886,2016-12-27,Jack in the Box,34.1822326,-117.4379624,Fontana,Sierra Avenue,3910,92336,2017-01-24,8.209
Rialto,34.1344181,-117.3699886,2016-12-27,McDonald's,34.1822882,-117.4389297,Fontana,Sierra,3870,92336,2017-01-24,8.281
Rialto,34.1344181,-117.3699886,2016-12-27,Del Taco,34.1834419,-117.438389,Fontana,Sierra Avenue,3864,92336,2017-01-24,8.326
San Leandro,37.6869487,-122.1311232,2017-03-06,Taco Bell,37.7139775,-122.1574076,San Leandro,Marina Boulevard,797,94577,2017-03-13,3.792
San Leandro,37.6869487,-122.1311232,2017-03-06,Jack in the Box,37.7146322,-122.1578024,San Leandro,Marina Boulevard,780,94577,2017-03-13,3.871
San Leandro,37.6869487,-122.1311232,2017-03-06,Togo's,37.6942078,-122.0859026,,Castro Valley Boulevard,2731,,2017-12-02,4.06
San Leandro,37.6869487,-122.1311232,2017-03-06,Burger King,37.694331,-122.0853415,Castro Valley,Castro Valley Boulevard,2757,94546-5411,2017-12-02,4.111
San Leandro,37.6869487,-122.1311232,2017-03-06,Jack in the Box,37.6952348,-122.0817442,Castro Valley,Castro Valley Boulevard,3035,94546,2017-12-03,4.442
Pleasant Hill,37.9760571,-122.0655412,2017-05-04,Taco Bell,37.9812292,-122.0675006,Pleasant Hill,Contra Costa Boulevard,500,94523,2017-08-19,0.6
Pleasant Hill,37.9760571,-122.0655412,2017-05-04,Wendy's,37.982072,-122.0667979,Martinez,Pacheco Boulevard,5943,94553,2017-08-19,0.678
Pleasant Hill,37.9760571,-122.0655412,2017-05-04,Panda Express,37.9786732,-122.0582364,Concord,Concord Avenue,1100,94520,2017-12-13,0.703
Pleasant Hill,37.9760571,-122.0655412,2017-05-04,Pacheco's Mexican Grill,37.9834989,-122.0680195,Martinez,Pacheco Boulevard,5830,94553,2017-08-19,0.856
Pleasant Hill,37.9760571,-122.0655412,2017-05-04,MOD Pizza,37.9712824,-122.0566544,Concord,Diamond Boulevard,2015,94520,2017-12-12,0.943
Lincoln,38.8726451,-121.3039494,2017-05-25,Togo's,38.8750804,-121.302741,Lincoln,Ferrari Ranch Road,107,95648,2017-10-24,0.29
Lincoln,38.8726451,-121.3039494,2017-05-25,Loomis Nails,38.8182896,-121.1908799,,,,,2018-02-10,11.507
Lincoln,38.8726451,-121.3039494,2017-05-25,Burger King,38.8185213,-121.1903128,Loomis,horseshoe Bar Road,6075,95650,2018-02-10,11.536
Lincoln,38.8726451,-121.3039494,2017-05-25,Taco Bell,38.8181421,-121.1899125,Loomis,horseshoe Bar Road,6079,95650,2018-02-10,11.587
Lincoln,38.8726451,-121.3039494,2017-05-25,Subway,38.8185027,-121.1893153,,6099,,,2018-02-10,11.61
Daly City,37.6658642,-122.4693523,2017-07-27,Seniore's Pizza,37.7723075,-122.4297398,San Francisco,Haight Street,456,94117,2017-10-22,12.338
Daly City,37.6658642,-122.4693523,2017-07-27,Sunset Squares Slice Shop,37.7747353,-122.437923,San Francisco,Divisadero Street,553,94117,2017-09-11,12.418
Daly City,37.6658642,-122.4693523,2017-07-27,Ganim's,37.7625973,-122.3944174,,18th Street,1135,,2018-04-08,12.615
Daly City,37.6658642,-122.4693523,2017-07-27,El Pípila,37.7714318,-122.4049997,,Brannan Street,879,,2018-03-18,13.032
Daly City,37.6658642,-122.4693523,2017-07-27,Ninniku,37.7856979,-122.4330068,,Fillmore Street,1730,,2018-01-01,13.703
Union City,37.5992725,-122.0655942,2017-08-07,Carl's Jr.,37.5411591,-122.0265673,Newark,Thornton Avenue,5670,94560,2017-12-15,7.32
Union City,37.5992725,-122.0655942,2017-08-07,Taco Bell,37.5407018,-122.0269494,Newark,Thornton Avenue,5684,94560,2017-12-15,7.35
Union City,37.5992725,-122.0655942,2017-08-07,Taco Bell,37.694024,-122.0741765,Castro Valley,Redwood Road,20923;20925,94546,2017-12-03,10.563
Union City,37.5992725,-122.0655942,2017-08-07,KFC,37.6946899,-122.0719688,Castro Valley,Castro Valley Boulevard,3625,94546,2017-12-03,10.625
Union City,37.5992725,-122.0655942,2017-08-07,BLVD Burger,37.6948967,-122.0707096,,Castro Valley Boulevard,3714,,2018-01-31,10.642
Sacramento,38.4627254,-121.4918818,2017-08-24,Panda Express,38.4631015,-121.4926826,Sacramento,Delta Shores Circle South,8166,95832,2018-02-17,0.081
Sacramento,38.4627254,-121.4918818,2017-08-24,Chipotle,38.4650496,-121.4922719,Sacramento,Delta Shores Circle South,8124,95832,2017-12-14,0.261
Sacramento,38.4627254,-121.4918818,2017-08-24,Jersey Mike's Subs,38.4650655,-121.4923715,Sacramento,Delta Shores Circle South,8124,95832,2017-12-14,0.264
Sacramento,38.4627254,-121.4918818,2017-08-24,Jamba,38.465083,-121.492447,Sacramento,Delta Shores Circle South,8124,95832,2017-12-14,0.267
Sacramento,38.4627254,-121.4918818,2017-08-24,The Habit Burger Grill,38.4651221,-121.4926155,,,100,,2017-12-14,0.274
Rocklin,38.8019613,-121.2045078,2018-02-02,Wingstop,38.8003823,-121.204067,,,,,2018-02-03,0.18
Rocklin,38.8019613,-121.2045078,2018-02-02,MOD Pizza,38.8003807,-121.2038415,,,,,2018-02-03,0.185
Rocklin,38.8019613,-121.2045078,2018-02-02,Juice it Up!,38.8002111,-121.2045082,,,,,2018-02-06,0.195
Rocklin,38.8019613,-121.2045078,2018-02-02,Beach Hut Deli,38.8002119,-121.2046879,,,,,2018-02-02,0.195
Rocklin,38.8019613,-121.2045078,2018-02-02,Panda Express,38.800191,-121.2048002,,,,,2018-02-02,0.198
Seal Beach,33.7822106,-118.0725197,2018-07-21,Chipotle,33.782971,-118.0723529,Seal Beach,Seal Beach Boulevard,12359,90740,2018-07-21,0.086
Seal Beach,33.7822106,-118.0725197,2018-07-21,Rubio's,33.7817925,-118.0714553,,,,,2019-03-11,0.109
Seal Beach,33.7822106,-118.0725197,2018-07-21,Jamba,33.7815317,-118.0716041,,,,,2019-03-11,0.113
Seal Beach,33.7822106,-118.0725197,2018-07-21,Subway,33.7832246,-118.0723455,Seal Beach,Seal Beach Boulevard,12353,90740,2019-03-12,0.114
Seal Beach,33.7822106,-118.0725197,2018-07-21,Jersey Mike's Subs,33.781386,-118.0716066,,,,,2019-03-12,0.125
Santa Rosa,38.4606347,-122.7253056,2018-10-16,Panera Bread,38.4605318,-122.7186856,,,,,2019-05-23,0.577
Santa Rosa,38.4606347,-122.7253056,2018-10-16,Taco Bell,38.4579966,-122.7178794,Santa Rosa,Mendocino Avenue,1835,95401,2019-05-23,0.71
Santa Rosa,38.4606347,-122.7253056,2018-10-16,Jalisco's,38.4575395,-122.7170221,,Mendocino Avenue,1800,,2019-05-25,0.799
Santa Rosa,38.4606347,-122.7253056,2018-10-16,Ike's Love and Sandwiches,38.457176,-122.7167278,,,,,2019-05-25,0.84
Santa Rosa,38.4606347,-122.7253056,2018-10-16,Little Caesars,38.4546229,-122.7171662,,Mendocino Avenue,1470,,2019-05-23,0.974
Vallejo,38.1247963,-122.2277085,2019-01-13,Panera Bread,38.1338875,-122.2184101,Vallejo,Plaza Drive,169,94591,2019-08-31,1.297
Vallejo,38.1247963,-122.2277085,2019-01-13,Burger King,38.1237336,-122.254779,Vallejo,Sonoma Boulevard,3606,94590-2946,2019-03-10,2.371
Vallejo,38.1247963,-122.2277085,2019-01-13,Taco Bell,38.1233342,-122.2547914,Vallejo,Sonoma Boulevard,3600,94590,2019-03-10,2.375
Vallejo,38.1247963,-122.2277085,2019-01-13,Tacos Jalisco,38.1211411,-122.2548011,,,,,2019-03-10,2.405
Vallejo,38.1247963,-122.2277085,2019-01-13,Popeyes,38.1375274,-122.2556376,Vallejo,Sonoma Boulevard,4380,94589,2019-09-03,2.823
Corona,33.8440345,-117.5364822,2019-02-11,Tommy's,33.8444148,-117.5371511,,,,,2019-02-11,0.075
Corona,33.8440345,-117.5364822,2019-02-11,Miguel's Jr,33.8439966,-117.5373627,,,,,2019-02-11,0.081
Corona,33.8440345,-117.5364822,2019-02-11,El Pollo Loco,33.8439339,-117.538196,,,,,2019-02-11,0.159
Corona,33.8440345,-117.5364822,2019-02-11,Taco Bell,33.8457865,-117.5387869,Corona,East Ontario Avenue,1300,92881,2019-02-11,0.289
Corona,33.8440345,-117.5364822,2019-02-11,McDonald's,33.8462437,-117.539609,Corona,East Ontario Avenue,1298,92879,2019-02-11,0.379
San José,37.2518913,-121.8028645,2019-05-02,Little Caesars,37.2381541,-121.831438,San Jose,Snell Avenue,6025,95123,2020-01-02,2.955
San José,37.2518913,-121.8028645,2019-05-02,Subway,37.3003828,-121.822062,San Jose,East Capitol Expressway,1041,95121,2019-10-10,5.653
San José,37.2518913,-121.8028645,2019-05-02,Panda Express,37.2589128,-121.8731195,San Jose,Cherry Avenue,5150,95118,2019-12-17,6.267
San José,37.2518913,-121.8028645,2019-05-02,Firehouse Subs,37.2580229,-121.874573,San Jose,Cherry Avenue,5130,95118,2019-12-17,6.383
San José,37.2518913,-121.8028645,2019-05-02,MOD Pizza,37.2582363,-121.8745929,San Jose,Cherry Avenue,5130,95118,2019-12-17,6.387
Sacramento,38.6604251,-121.3571339,2019-06-10,Chick-fil-A,38.6605513,-121.3556947,Sacramento,Madison Avenue,4644,95841,2019-06-10,0.126
Sacramento,38.6604251,-121.3571339,2019-06-10,Jack in the Box,38.6612208,-121.3509473,Sacramento,Madison Avenue,4849,95841,2019-06-10,0.544
Sacramento,38.6604251,-121.3571339,2019-06-10,Domino's,38.6612632,-121.3469771,Sacramento,Auburn Boulevard,5051,95841,2019-06-10,0.887
Sacramento,38.6604251,-121.3571339,2019-06-10,El Pollo Loco,38.6618786,-121.3462947,Sacramento,Auburn Boulevard,,95841,2019-06-10,0.955
Sacramento,38.6604251,-121.3571339,2019-06-10,Little Caesars,38.661569,-121.3727529,,,,,2019-06-10,1.362
Garden Grove,33.7754004,-117.9933068,2019-06-22,Wendy's,33.7964773,-117.9924601,Stanton,Beach Boulevard,11430,90680,2019-07-05,2.345
Garden Grove,33.7754004,-117.9933068,2019-06-22,Bunz Gourmet Burgers,33.7343738,-117.998428,,Center Avenue,7491,92647,2020-01-18,4.586
Garden Grove,33.7754004,-117.9933068,2019-06-22,Pizza Hut Express,33.7454944,-118.1050604,Seal Beach,Pacific Coast Highway,640,90740,2020-01-19,10.853
Garden Grove,33.7754004,-117.9933068,2019-06-22,Taco Bell,33.7454722,-118.1051248,Seal Beach,Pacific Coast Highway,640,90740,2020-01-19,10.859
Garden Grove,33.7754004,-117.9933068,2019-06-22,McDonald's,33.7456528,-118.1053957,Seal Beach,Pacific Coast Highway,630,90740-5906,2020-01-19,10.877
Chino,33.9974131,-117.7185527,2019-07-08,Panda Express,33.9964571,-117.7157228,Chino,Grand Avenue,4021,91710,2019-11-06,0.282
Chino,33.9974131,-117.7185527,2019-07-08,Del Taco,33.9955419,-117.7156405,,,,,2019-11-06,0.34
Chino,33.9974131,-117.7185527,2019-07-08,Chipotle,34.0006766,-117.7315715,Chino Hills,City Center Drive,13920,91709,2019-07-08,1.254
Chino,33.9974131,-117.7185527,2019-07-08,Taco Bell,34.0120016,-117.7358201,Chino Hills,Chino Avenue,3140,91709,2019-10-22,2.273
Chino,33.9974131,-117.7185527,2019-07-08,Fazoli's,34.0156839,-117.7445235,,,,,2019-10-22,3.14
Ukiah,39.168719,-123.2104731,2019-08-02,Subway,39.1679451,-123.2091925,Ukiah,North State Street,1307,95482,2019-08-20,0.14
Ukiah,39.168719,-123.2104731,2019-08-02,Little Caesars,39.1679843,-123.2090266,,,,,2019-08-20,0.149
Ukiah,39.168719,-123.2104731,2019-08-02,KFC,39.1653348,-123.2102296,Ukiah,North State Street,1139,95482,2019-08-08,0.377
Ukiah,39.168719,-123.2104731,2019-08-02,Slush By The Park,39.1530141,-123.2215283,Ukiah,Clubhouse Drive,599,95482,2019-10-26,1.989
Ukiah,39.168719,-123.2104731,2019-08-02,Subway,39.1520532,-123.1992996,Ukiah,North Orchard Avenue,130,95482,2019-08-14,2.089
Long Beach,33.831659,-118.1430998,2019-08-10,MOD Pizza,33.8300993,-118.1431034,Long Beach,Lakewood Boulevard,3861,90808,2019-08-24,0.173
Long Beach,33.831659,-118.1430998,2019-08-10,Dunkin',33.8300997,-118.1432578,Long Beach,Lakewood Boulevard,3861,90808,2019-08-10,0.174
Long Beach,33.831659,-118.1430998,2019-08-10,Wahoo's Fish Taco,33.8305469,-118.144473,Long Beach,McGowen Street,4201,90808,2020-03-26,0.177
Long Beach,33.831659,-118.1430998,2019-08-10,Jimmy John's,33.7894266,-118.1392871,Long Beach,Ximeno Avenue,1775,90815,2020-02-13,4.709
Long Beach,33.831659,-118.1430998,2019-08-10,Jack in the Box,33.7596468,-118.1463235,Long Beach,East Ocean Boulevard,3980,90803,2019-10-20,8.013
Lathrop,37.8114308,-121.2980624,2019-10-10,Taco Bell,37.7860517,-121.2510449,Manteca,Daniels Street,1968,95337,2019-11-09,5.003
Lathrop,37.8114308,-121.2980624,2019-10-10,The Habit Burger Grill,37.7979394,-121.195843,Manteca,Yosemite Avenue,1325,95336,2019-12-30,9.105
Lathrop,37.8114308,-121.2980624,2019-10-10,Panera Bread,37.7979998,-121.195231,Manteca,East Yosemite Avenue,1355,95336,2019-12-30,9.157
Lathrop,37.8114308,-121.2980624,2019-10-10,Subway,37.7396816,-121.1370711,Ripon,West Main Street,1201,95366,2019-11-20,16.244
Lathrop,37.8114308,-121.2980624,2019-10-10,Del Taco,37.701079,-121.0743678,,,,,2019-11-09,23.18
Redding,40.53852,-122.3483858,2019-11-12,Shasta Pizza Company,40.5632212,-122.3390626,,,3035,,2020-03-25,2.857
Redding,40.53852,-122.3483858,2019-11-12,The Donut Corner,40.5654753,-122.3527077,,,2913,,2020-03-06,3.019
Redding,40.53852,-122.3483858,2019-11-12,Subarama,40.5680302,-122.3594381,,,,,2019-12-04,3.412
Redding,40.53852,-122.3483858,2019-11-12,Papa Murphy's,40.5724979,-122.3501652,Redding,East Cypress Avenue,1090,96002,2020-03-05,3.781
Redding,40.53852,-122.3483858,2019-11-12,Little Caesars,40.5725175,-122.3504821,Redding,East Cypress Avenue,1080,96002,2020-03-05,3.784
Fresno,36.8522428,-119.7905024,2019-11-18,Chick-fil-A,36.8528294,-119.790492,Fresno,North Blackstone Avenue,8040,93720,2019-11-18,0.065
Fresno,36.8522428,-119.7905024,2019-11-18,McDonald's,36.7119179,-119.5575611,Sanger,Academy Avenue,295,93657-2128,2020-01-18,25.958
Fresno,36.8522428,-119.7905024,2019-11-18,Carl's Jr.,36.9775146,-120.07376,Madera,Country Club Drive,1305,93638,2020-01-23,28.778
Fresno,36.8522428,-119.7905024,2019-11-18,Panda Express,36.9742755,-120.079109,Madera,West Cleveland Avenue,1900,93638,2020-01-23,29.026
Fresno,36.8522428,-119.7905024,2019-11-18,Sonic,36.9791865,-120.0859818,Madera,North Schnoor Avenue,2105,93637,2020-01-23,29.821
