site_type,lat,lon,city,predicted_score,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
Real In-N-Out,34.2758627,-118.5680596,Porter Ranch,0.5074,6.72,1.124,11.682,169178,1831,1345,909,2267,153000.0,359.8093342844763,37.119213116484,287.15322768959567,1780
Real In-N-Out,34.1167764,-117.8294315,Glendora,0.5287,4.228,1.287,1.375,86100,4790,8382,1882,11290,71000.0,638.0424239645162,7.855257695297426,477.2111143631621,4161
Real In-N-Out,34.4254562,-118.5392609,Santa Clarita,0.5187,5.885,0.362,1.46,101293,4532,3599,1792,6339,36500.0,4553.777560307478,40.556864600941545,4561.739020044648,4216
Real In-N-Out,34.1455816,-118.25526,Glendale,0.5102,2.59,0.262,0.335,81111,3805,8171,1791,10185,219000.0,1438.1183121661204,17.350026677850213,1390.0528504008407,3656
Real In-N-Out,37.3880598,-121.9820737,Santa Clara,0.5344,4.841,0.192,3.883,191326,4538,25842,2347,28033,167000.0,663.7463161892165,48.49198884726555,142.8234886137064,4473
Real In-N-Out,33.1371614,-117.1771763,San Marcos,0.5289,11.333,0.069,0.422,130552,3942,2088,1986,4044,165000.0,108.05804820220148,79.40515434825136,67.14299009561799,4100
Real In-N-Out,37.961138,-121.7477399,Brentwood,0.5401,9.191,4.873,13.737,110563,7846,3454,2784,8516,63000.0,535.5868925668873,26.75557870514736,367.96035558361945,8270
Real In-N-Out,34.0275009,-117.8346778,City Of Industry,0.5086,3.109,7.288,7.931,128917,2394,10483,1423,11454,121000.0,2442.233718864776,8.211810349382269,2349.4039336321325,2431
Real In-N-Out,34.2018637,-118.5007105,Van Nuys,0.5383,5.038,0.906,2.049,68548,5347,3400,2484,6263,218000.0,3015.8380879786314,31.89707127793196,2933.3190873577037,5279
Real In-N-Out,37.60081,-122.3824406,Millbrae,0.5315,23.23,0.056,1.832,121471,5520,2552,2252,5820,225000.0,323.5911478139336,61.75026611676349,35.284236337220364,5314
Real In-N-Out,37.7971481,-121.192503,Manteca,0.5326,15.42,0.044,0.112,78011,3913,4306,1596,6623,93000.0,132.5306411981505,5.552817912182538,133.98879654648147,3864
Real In-N-Out,37.5042186,-121.9740302,Fremont,0.5655,9.789,2.35,2.609,221094,7662,51144,3994,54812,186000.0,831.1463950274982,43.54854128131225,475.2123907270943,7416
Real In-N-Out,33.4758842,-117.1236684,Temecula,0.4833,5.443,1.474,1.88,104500,4549,4733,1794,7488,169000.0,1974.8030680231425,63.81248247369056,1715.0842258079126,4430
Real In-N-Out,34.2308046,-118.5531275,Northridge,0.4651,5.166,0.929,1.544,76250,3645,1314,1723,3236,159000.0,5594.5399329508755,35.31684381233968,5547.529367522043,3912
Real In-N-Out,34.9833769,-118.9482857,Lebec,0.5721,35.555,0.122,7.86,52791,2265,1979,444,3800,89000.0,503.43116980202143,83.72224166307474,168.22616089033696,2303
Real In-N-Out,32.771475,-115.5526905,El Centro,0.5804,122.449,0.368,22.489,91919,7715,1812,2571,6956,42000.0,298.92298067518374,165.73662196269547,225.6911649206944,7468
Real In-N-Out,33.5732519,-117.1789859,Murrieta,0.5707,6.738,0.199,0.599,117037,7306,1314,2200,6420,120000.0,200.85518275809255,57.05603297245324,128.3943694964746,7289
Real In-N-Out,39.13596,-121.6351815,Yuba City,0.5538,54.994,0.368,4.41,69020,6696,5436,2587,9545,36000.0,349.2006384763867,92.43996526151862,2021.276345686964,6362
Rejected Site,37.3529944,-122.0045772,,0.4019,2.008,50.049,151.131,136625,6143,303,2612,3834,34000.0,996.0768361157984,50.98151602693629,3137.8316473402715,6144
Rejected Site,37.3618682,-122.024376,Sunnyvale,0.4071,0.112,48.592,150.682,110288,3793,694,1526,2961,35500.0,1178.556019483877,51.43413907044594,3851.483021738732,3500
Rejected Site,37.3611013,-122.026013,,0.3878,0.094,48.634,150.784,178263,6517,1526,2914,5129,35500.0,1134.8184648295282,51.537368332561414,3715.863907072193,6212
Rejected Site,37.3683134,-122.0354375,Sunnyvale,0.412,1.156,47.636,150.305,194303,6444,1196,3109,4531,34000.0,206.54858040102008,51.6351469418048,3485.7861752097774,6553
Rejected Site,37.3678173,-122.0361235,Sunnyvale,0.3956,0.082,47.673,150.365,194303,6444,1196,3109,4531,34000.0,199.9460954712772,51.68588992786393,3383.607618706831,6553
Rejected Site,37.3529944,-122.0045772,,0.3959,0.0,50.049,151.131,136625,6143,303,2612,3834,34000.0,996.0768361157984,50.98151602693629,3137.8316473402715,6144
Rejected Site,37.3529944,-122.0045772,,0.3959,0.0,50.049,151.131,136625,6143,303,2612,3834,34000.0,996.0768361157984,50.98151602693629,3137.8316473402715,6144
Rejected Site,37.3891928,-121.9837063,,0.4363,0.192,4.428,4.868,191326,4538,25842,2347,28033,167000.0,900.5838353672772,48.5131485822696,338.6250731645458,4473
Rejected Site,37.3891928,-121.9837063,,0.4363,0.0,4.428,4.868,191326,4538,25842,2347,28033,167000.0,900.5838353672772,48.5131485822696,338.6250731645458,4473
Rejected Site,32.8538449,-117.2004664,San Diego,0.4223,3.249,3.249,533.029,88837,4186,3699,1501,6384,76000.0,945.453736083427,95.56567812063706,793.7683132002884,4302
Rejected Site,32.8538449,-117.2004664,San Diego,0.4134,0.0,3.249,533.029,88837,4186,3699,1501,6384,76000.0,945.453736083427,95.56567812063706,793.7683132002884,4302
Rejected Site,32.8626604,-117.2243029,,0.4125,0.816,0.816,398.519,60878,5033,151,1708,3476,162500.0,936.0167044802288,94.39921408049062,729.8980985729719,5287
Rejected Site,32.8626604,-117.2243029,,0.4066,0.0,0.816,398.519,60878,5033,151,1708,3476,162500.0,936.0167044802288,94.39921408049062,729.8980985729719,5287
Rejected Site,37.8733273,-122.2648839,Berkeley,0.4425,13.485,12.702,35.921,0,1020,286,266,1040,27500.0,2489.1016539927623,53.36398310792446,4178.348369929342,923
Rejected Site,37.8733273,-122.2648839,Berkeley,0.4425,13.485,12.702,35.921,0,1020,286,266,1040,27500.0,2489.1016539927623,53.36398310792446,4178.348369929342,923
Real In-N-Out,33.6811287,-117.1751095,Menifee,0.5401,11.586,8.896,10.55,100479,6097,2378,2314,6161,116000.0,660.2627470764945,52.943181902717726,446.3699226748609,6726
Rejected Site,37.8798656,-122.268921,,0.4125,0.809,0.809,8.296,108339,3437,1234,1292,3379,20000.0,2992.8947973320323,53.61129293780423,4187.403717024606,3421
Rejected Site,37.8739991,-122.2688574,Berkeley,0.4227,0.357,0.357,7.721,69717,4425,17089,1292,20222,20000.0,2678.266150950647,53.58285892474984,3896.0279786376727,4187
Real In-N-Out,37.1524597,-121.6548009,Morgan Hill,0.5707,21.06,2.985,3.064,147681,4216,6703,2138,8781,142000.0,248.4282284722316,50.597281492508024,125.2674977847144,4171
Rejected Site,37.1506188,-121.6552807,Morgan Hill,0.4952,0.209,2.873,2.936,147681,4216,6703,2138,8781,142000.0,431.6359088136396,50.7244765584039,273.1068390657684,4171
Real In-N-Out,38.5915571,-121.5502019,West Sacramento,0.5715,6.428,2.805,6.857,80157,1931,5397,735,6593,93000.0,208.28723610100195,54.80539298860895,78.45441928308045,1815
Rejected Site,37.8758027,-122.2604332,Berkeley,0.4145,0.478,0.478,0.862,58558,4382,343,1277,3448,27500.0,2771.5638583554705,53.13193189248663,4234.028440732812,4467
Rejected Site,37.8758027,-122.2604332,Berkeley,0.4145,0.478,0.478,0.862,58558,4382,343,1277,3448,27500.0,2771.5638583554705,53.13193189248663,4234.028440732812,4467
Rejected Site,37.8755667,-122.2606291,Berkeley,0.4085,0.031,0.449,0.84,58558,4382,343,1277,3448,27500.0,2739.0333620554197,53.14160044211815,4215.849006921165,4467
Rejected Site,37.8755667,-122.2606291,Berkeley,0.4085,0.031,0.449,0.84,58558,4382,343,1277,3448,27500.0,2739.0333620554197,53.14160044211815,4215.849006921165,4467
Real In-N-Out,32.6204984,-116.96199,Chula Vista,0.528,14.229,0.94,2.161,141852,8302,775,3258,5819,28500.0,1775.4429224696776,116.31816102472044,868.7536408627365,8310
Rejected Site,37.1308582,-121.6364493,Morgan Hill,0.5086,2.759,0.508,0.703,185375,3499,491,2027,1963,136000.0,316.035481104486,51.59005916343165,86.2427782453018,3493
Real In-N-Out,38.6467295,-121.1143975,Folsom,0.5707,13.894,0.244,0.566,127841,3793,4901,1792,6902,94000.0,476.21186898777455,57.5123253795652,93.34981010531868,3865
Rejected Site,37.1513378,-121.6562099,Morgan Hill,0.4846,0.115,0.115,2.406,147681,4216,6703,2138,8781,142000.0,452.5783518576015,50.699104943107635,296.4381335993417,4171
Rejected Site,37.1512012,-121.6561329,Morgan Hill,0.4846,0.017,0.099,2.39,147681,4216,6703,2138,8781,142000.0,454.5623278193191,50.7060872103991,296.50520785625696,4171
Rejected Site,37.1334736,-121.6305375,Morgan Hill,0.4544,0.599,0.05,0.197,229395,8415,1450,4215,5650,136000.0,411.73252413521135,51.30283754900948,141.45638923818183,8460
Rejected Site,38.540323,-121.730986,Davis,0.4626,0.541,75.62,78.099,58611,6171,1523,1775,5919,106000.0,494.4796239565296,54.930240314074595,253.81087139300263,5889
Rejected Site,33.3752217,-117.2517162,Fallbrook,0.4374,15.912,40.705,44.037,68197,6344,1676,2961,5059,132500.0,8700.146641570866,63.66864320868094,8627.146813539877,6448
Rejected Site,33.3735286,-117.254404,Fallbrook,0.3923,0.313,40.588,43.947,68197,6344,1676,2961,5059,132500.0,9037.108172894848,63.66031545338538,8957.648397986024,6448
Rejected Site,33.3728073,-117.2512021,,0.3923,0.273,40.884,43.859,68197,6344,1676,2961,5059,132500.0,8708.841184039084,63.81607901178743,8623.243130071216,6448
Rejected Site,33.366548,-117.250344,Fallbrook,0.421,0.701,41.316,43.404,74440,6687,431,2459,4659,132500.0,8838.346615718407,64.18147551295402,8721.46859940522,6516
Rejected Site,33.2960098,-117.221019,Bonsall,0.4454,8.303,33.792,36.035,150417,5049,908,2064,3893,50000.0,251.01363361078177,69.04528627613226,7896.136731147558,5098
Rejected Site,32.628531,-116.965132,,0.4409,0.94,8.149,8.361,137137,8008,1625,3090,6543,28500.0,776.6434487880518,115.74537391193196,530.0074794185597,7890
Rejected Site,32.6286323,-116.965878,,0.4348,0.071,8.101,8.313,137137,8008,1625,3090,6543,28500.0,698.7994016570759,115.71794496856214,452.5512571857929,7890
Rejected Site,32.646477,-116.965656,,0.4409,1.984,8.633,9.406,137137,8008,1625,3090,6543,28500.0,2066.369262396051,114.65316498968431,400.06405380751784,7890
Rejected Site,32.6422783,-116.9929856,Chula Vista,0.4143,2.601,7.492,7.659,120642,4310,662,1524,3448,28500.0,2760.6605635422943,114.12591547626694,2334.993979490909,4182
Rejected Site,32.6448342,-116.9973851,Chula Vista,0.4125,0.5,7.053,7.604,120642,4310,662,1524,3448,28500.0,3354.4163641106356,113.84760098334168,2770.9022770160736,4182
Real In-N-Out,37.0237981,-121.564204,Gilroy,0.5707,13.52,0.439,1.078,136146,2748,7359,1387,8720,114000.0,316.1238616135314,57.35477968158875,217.5958325952763,2838
Rejected Site,38.5509497,-121.6939305,Davis,0.4468,3.432,3.432,65.405,119963,4887,1644,1831,4700,133000.0,221.6223371905504,54.75053970925261,98.70574117716087,4712
Rejected Site,38.5505256,-121.6974152,Davis,0.4495,0.307,3.132,65.159,124344,4075,797,1761,3111,133000.0,439.866546231328,54.80015737799169,160.37833215939918,4104
Rejected Site,38.5509497,-121.6939305,Davis,0.4388,0.0,3.432,65.405,119963,4887,1644,1831,4700,133000.0,221.6223371905504,54.75053970925261,98.70574117716087,4712
Rejected Site,38.5505256,-121.6974152,Davis,0.4388,0.0,3.132,65.159,124344,4075,797,1761,3111,133000.0,439.866546231328,54.80015737799169,160.37833215939918,4104
Rejected Site,38.5620784,-121.7315656,,0.4416,2.4,2.387,2.797,123239,4858,2335,2400,4793,103000.0,2399.4633632200766,56.29656914285889,2378.242916781017,5114
Rejected Site,38.5620784,-121.7315656,,0.4314,0.0,2.387,2.797,123239,4858,2335,2400,4793,103000.0,2399.4633632200766,56.29656914285889,2378.242916781017,5114
Rejected Site,38.2268068,-121.4285719,Thornton,0.4607,22.176,42.825,43.406,49609,2062,782,726,2118,61000.0,246.9580026238735,28.777066173836293,314.96339769529953,2249
Rejected Site,36.9297252,-121.767228,Watsonville,0.4669,20.849,1.581,14.376,95556,5193,404,2060,3537,27500.0,2125.2196473483286,67.17404765014228,2743.611356642573,4642
Rejected Site,36.9313445,-121.7687795,,0.4066,0.227,1.716,14.536,88872,3340,440,1151,2629,27500.0,2393.9684784341407,67.10448231398821,2730.778332073673,3166
Rejected Site,38.6358292,-121.5029343,Sacramento,0.4685,0.159,19.095,21.0,107813,2382,16404,1283,17503,168000.0,385.63031828475926,57.18464427274658,174.42701061846975,2897
Rejected Site,38.6358292,-121.5029343,Sacramento,0.4568,0.0,19.095,21.0,107813,2382,16404,1283,17503,168000.0,385.63031828475926,57.18464427274658,174.42701061846975,2897
Real In-N-Out,34.521129,-117.3220185,Victorville,0.561,11.655,0.379,1.434,53520,6599,1651,1896,6354,92000.0,281.5338989068926,47.31983083477279,241.88655492629343,6506
Rejected Site,34.1229636,-117.5755293,Alta Loma,0.398,3.655,1.757,25.836,103250,7530,903,3134,5299,188000.0,1742.7769033791003,22.20142933160523,1683.4928946677571,7770
Rejected Site,34.1357014,-117.5381783,Rancho Cucamonga,0.4757,3.394,1.151,3.857,126250,4420,1008,2081,3347,193000.0,149.9104820066809,24.43358525682547,74.69562964412609,4318
Rejected Site,37.0236362,-121.5624438,Gilroy,0.4722,0.157,0.561,1.203,136146,2748,7359,1387,8720,114000.0,479.9152226564656,57.3401612369342,396.46823527422526,2838
Rejected Site,36.9267895,-121.7653324,Watsonville,0.4085,0.367,0.367,0.793,51733,3293,794,1659,2428,27500.0,1673.9567580420628,67.32028785976777,2745.369088648491,3110
Rejected Site,36.9285739,-121.7670546,,0.4085,0.129,0.129,0.618,51733,3293,794,1659,2428,27500.0,1966.6544671821864,67.2435631573484,2679.2970102535637,3110
Real In-N-Out,38.7896493,-121.2831678,Roseville,0.5818,19.503,1.664,15.388,130326,4950,3788,2138,6600,84000.0,442.7809735678021,66.60494267985978,277.3912168597334,4724
Rejected Site,34.1389927,-117.576826,Alta Loma,0.4614,1.786,1.786,3.06,104667,4345,571,2420,2496,188000.0,395.41175141982745,22.287432837339814,319.0091819744382,4625
Rejected Site,38.7839595,-121.2707494,Roseville,0.478,1.249,0.416,15.34,130326,4950,3788,2138,6600,84000.0,1073.8403365238432,66.21817092622534,584.1552775550614,4724
Rejected Site,34.1225864,-117.593015,Rancho Cucamonga,0.4375,1.61,1.61,2.223,67148,5315,808,2162,3961,186000.0,1669.652404657815,21.206222750497982,1614.1744591872437,5247
Rejected Site,38.7809649,-121.2651381,Rocklin,0.451,0.589,0.187,1.398,68849,3336,477,1494,2319,84000.0,498.65071172887053,66.01643366348057,264.9137477799991,3303
Rejected Site,38.7850827,-121.2860459,Roseville,0.4916,0.566,1.332,1.817,111875,5108,4641,2184,7565,84000.0,287.3332725685585,66.28921078618284,103.77360862340775,5060
Rejected Site,38.7844009,-121.2879657,Roseville,0.4529,0.183,1.493,1.957,111875,5108,4641,2184,7565,84000.0,515.0914234335767,66.2420512321849,321.227267123713,5060
Real In-N-Out,37.3502945,-121.921861,San Jose,0.561,6.778,1.621,1.974,103378,4272,22097,2359,24010,144000.0,445.06106209564774,47.71771619056404,90.1800203957824,4389
Rejected Site,37.4161154,-121.899288,,0.4098,2.336,1.828,2.14,139957,4000,3704,1885,5819,172000.0,1522.305567551275,43.75618158864077,1292.4586507755407,4325
Rejected Site,37.3525962,-122.0037189,Sunnyvale,0.4188,0.088,0.088,1.351,136625,6143,303,2612,3834,34000.0,897.840602348343,50.96308589604047,3120.4402842541976,6144
Rejected Site,38.789529,-121.280838,Roseville,0.4722,0.202,0.669,1.145,130326,4950,3788,2138,6600,84000.0,546.1628422535445,66.59725241654654,361.702015466495,4724
Rejected Site,37.382836,-121.9500852,,0.4469,2.885,1.896,2.868,142500,4449,9805,1967,12287,180000.0,1263.518304537885,47.367323542328755,895.1406920250715,4285
Real In-N-Out,35.3830602,-119.0909247,Bakersfield,0.5211,4.359,0.318,1.12,96957,3797,10308,1548,12557,141000.0,5149.41053240688,110.25047788934548,1968.596424389533,3843
Rejected Site,35.3829678,-119.1005402,Bakersfield,0.437,0.872,0.347,0.901,86125,4887,1881,1920,4848,141000.0,6219.826697836893,110.5634616650158,2272.1663774808367,5030
Rejected Site,35.3828481,-119.0505443,Bakersfield,0.5171,3.222,0.378,1.407,96957,3797,10308,1548,12557,141000.0,655.1932287087859,108.92213127176684,507.23663651888575,3843
Rejected Site,35.3555199,-119.0583914,Bakersfield,0.4557,0.118,0.282,0.847,54420,5657,1986,1995,5648,142000.0,2117.8822265212457,107.6369269845348,1421.5221001408306,5752
Rejected Site,35.3838458,-119.1087187,Bakersfield,0.4442,0.748,0.218,0.792,84267,4615,3159,1971,5803,97000.0,7113.599372679736,110.88431703378068,2886.587697200968,4745
Rejected Site,35.4020915,-119.093046,Bakersfield,0.4375,2.125,0.156,1.328,129714,5398,851,2204,4045,99000.0,4397.179866532055,111.38715246702962,4230.829155100184,5634
Rejected Site,34.106925,-117.5593702,Rancho Cucamonga,0.4408,2.322,1.477,1.962,116058,4562,2065,2205,4422,204000.0,3002.129794076197,23.018329935535903,2707.936926633098,4435
Rejected Site,37.3363857,-121.8770879,San Jose,0.4898,4.249,0.719,1.534,127188,4026,549,1525,3050,210000.0,1271.753572746461,46.659854543214266,1133.4650394859473,4063
Real In-N-Out,37.4905957,-122.2278514,Redwood City,0.5238,14.175,0.253,0.35,173125,4860,22824,2849,24835,229000.0,989.944897777306,56.32313533586459,702.5628985834884,4681
Rejected Site,37.4064714,-121.9416711,San Jose,0.4184,2.731,0.61,2.619,185227,5857,1883,3093,4647,111000.0,1957.188151251131,45.96905742474251,1814.4999265543415,5965
Real In-N-Out,33.1151488,-117.1018928,Escondido,0.5678,7.426,0.06,0.16,60170,2956,17793,1446,19303,260000.0,314.8362384858309,83.16109369159989,164.32337597230224,3011
Real In-N-Out,35.1272716,-120.5979057,Arroyo Grande,0.5707,26.688,0.991,1.767,116607,7805,2745,2921,7629,62000.0,663.6203042735009,166.26006219350663,239.51207522020871,7625
Real In-N-Out,33.6877545,-117.919892,Costa Mesa,0.5097,3.512,1.366,1.711,134333,2683,321,1181,1823,159500.0,176.31973720596804,27.460133731050103,66.47466001097854,2716
Rejected Site,37.5214237,-122.2753648,Belmont,0.5027,5.414,3.388,4.563,138967,5012,1898,2197,4713,25500.0,144.57203046780853,57.88710038350914,681.9480796452075,4598
Rejected Site,33.1265264,-117.0887619,,0.4842,1.76,0.248,0.915,32322,5009,5379,2062,8326,33000.0,548.5676219625259,82.98276839181865,620.3186898226296,4880
Rejected Site,33.1265264,-117.0887619,,0.4842,1.76,0.248,0.915,32322,5009,5379,2062,8326,33000.0,548.5676219625259,82.98276839181865,620.3186898226296,4880
Rejected Site,33.1169639,-117.0972476,Escondido,0.4904,0.477,0.195,0.635,60170,2956,17793,1446,19303,260000.0,283.5857483984855,83.219179276574,187.38068672389537,3011
Rejected Site,37.511398,-122.2650463,San Carlos,0.4587,1.439,1.439,3.362,142500,5201,1647,2214,4634,27000.0,530.3846502492386,57.62171305956909,905.878306881546,5172
Rejected Site,37.5109317,-122.2655295,San Carlos,0.4409,0.067,1.454,3.354,142500,5201,1647,2214,4634,27000.0,523.5682949391861,57.65844259696805,982.02036511793,5172
Rejected Site,37.5111625,-122.2658145,San Carlos,0.4409,0.036,1.418,3.363,142500,5201,1647,2214,4634,27000.0,568.7072359211375,57.66680876112424,997.4903841432784,5172
Real In-N-Out,32.9389329,-117.0464915,Poway,0.557,5.57,1.483,1.957,113056,2878,21117,1647,22348,32500.0,6248.018094608255,94.98495629753242,5803.132274767474,2723
Rejected Site,33.1150993,-117.1012515,Escondido,0.4725,0.06,0.197,0.41,60170,2956,17793,1446,19303,260000.0,243.39453243502393,83.18576567387136,92.7587735542145,3011
Rejected Site,33.1140551,-117.1005311,Escondido,0.474,0.134,0.117,0.361,79688,4519,6362,2028,8853,260000.0,214.72396405830847,83.26854624807098,92.08897167562084,4849
Rejected Site,33.1145759,-117.0997038,,0.4831,0.096,0.213,0.37,79688,4519,6362,2028,8853,260000.0,100.0082555784338,83.26783217749319,54.461186097699056,4849
Rejected Site,34.8643561,-120.4471046,Orcutt,0.4351,8.507,46.339,47.122,104661,2916,860,1463,2313,4200.0,1100.7013851140075,151.41274805513908,1111.7959948189648,2830
Rejected Site,34.8643561,-120.4471046,Orcutt,0.4351,8.507,46.339,47.122,104661,2916,860,1463,2313,4200.0,1100.7013851140075,151.41274805513908,1111.7959948189648,2830
Rejected Site,34.8647789,-120.4441439,,0.4053,0.274,46.4,47.189,104661,2916,860,1463,2313,23700.0,817.683544801944,151.2653476798243,798.3480248880434,2830
Rejected Site,34.8645775,-120.4357493,Orcutt,0.4317,0.766,0.766,28.435,112438,5182,797,2604,3375,23700.0,98.36594839681294,150.8142339108802,153.78026499456274,4979
Rejected Site,34.9630925,-120.4354886,,0.4302,3.249,10.954,21.39,57929,5561,436,1893,4104,22300.0,628.561120394924,153.2859426104836,1358.9827178130845,5218
Real In-N-Out,38.2345829,-122.6208645,Petaluma,0.5804,16.272,16.576,23.247,107610,5021,5272,1982,8311,92000.0,346.3573761920051,77.80952543711702,103.01332068350526,4903
Rejected Site,37.519687,-122.276548,,0.4495,0.22,0.22,1.209,210804,6908,1652,3377,5183,25500.0,112.54302453275002,57.99144657624016,941.0377863063568,7315
Rejected Site,32.8959876,-117.1241459,,0.4976,2.417,0.628,1.676,93918,7160,5016,2962,9214,290000.0,1030.125126638801,95.13281465914422,783.1468006133111,7203
Rejected Site,32.8956883,-117.1244388,,0.4546,0.043,0.633,1.706,93918,7160,5016,2962,9214,290000.0,1047.3161879251995,95.14213544024118,797.2647639185807,7203
Rejected Site,34.8655193,-120.4199459,,0.4376,1.446,0.072,1.294,103137,3776,494,1739,2531,23700.0,1850.3405762727743,149.99717072795113,1825.375091550193,3806
Rejected Site,37.9958013,-122.286104,Pinole,0.4879,2.287,1.392,1.524,110433,4284,985,2246,3023,182000.0,163.0162993240964,55.63543159284116,82.99045850491751,4224
Rejected Site,37.996298,-122.2853075,Pinole,0.4442,0.089,1.476,1.604,132350,6748,299,2762,4285,182000.0,137.72820550793733,55.60013536931726,83.91194672666614,6819
Real In-N-Out,37.5129132,-122.2585755,San Carlos,0.4904,0.595,0.595,1.029,214038,1621,11930,929,12622,229000.0,297.6449954843983,57.254183384089586,184.64439954556505,1478
Rejected Site,37.5023671,-122.245983,San Carlos,0.4511,1.615,0.991,1.856,214038,1621,11930,929,12622,23300.0,1234.2420193998207,56.901697447176645,213.976248710064,1478
Rejected Site,37.5022436,-122.2461413,San Carlos,0.445,0.02,0.98,1.85,214038,1621,11930,929,12622,23300.0,1220.0565395711649,56.91303729152531,238.68459649429647,1478
Rejected Site,37.502146,-122.246272,San Carlos,0.445,0.016,0.97,1.845,214038,1621,11930,929,12622,23300.0,1209.2018726882525,56.922280771041486,258.6477259695554,1478
Rejected Site,32.8555994,-116.9321208,Lakeside,0.4969,14.138,0.406,2.282,58030,4305,1502,2153,3654,56000.0,338.94898832641,103.4646561022473,202.21562369963775,4543
Rejected Site,32.8528881,-116.9314949,Lakeside,0.4214,0.307,0.129,2.268,58030,4305,1502,2153,3654,56000.0,699.614544943905,103.6393134715302,551.7817414090188,4543
Rejected Site,37.4912247,-122.2246065,Redwood City,0.4364,0.295,0.496,0.976,173125,4860,22824,2849,24835,229000.0,1184.4415425592863,56.14336538657019,774.0157202182091,4681
Rejected Site,37.4904577,-122.2249937,Redwood City,0.4364,0.092,0.423,0.904,173125,4860,22824,2849,24835,229000.0,1219.3438490042538,56.18465681768037,812.0279903521903,4681
Real In-N-Out,37.68821,-122.4720315,Daly City,0.5599,12.517,0.583,1.953,133873,6774,2248,2960,6062,190000.0,187.420454915232,65.32040185523373,95.69395920099709,6754
Rejected Site,37.6887703,-122.4715985,,0.4725,0.073,0.536,1.93,133873,6774,2248,2960,6062,190000.0,104.33459539739852,65.29118782601934,121.27200687906546,6754
Rejected Site,37.6990822,-122.4820329,Daly City,0.4345,1.469,0.272,1.405,86671,7979,1525,2775,6729,190000.0,1146.3326672815467,65.75246766435177,1145.0873209205638,8390
Rejected Site,37.6990822,-122.4820329,Daly City,0.4619,1.469,0.272,1.405,86671,7979,1525,2775,6729,98000.0,1146.3326672815467,65.75246766435177,1145.0873209205638,8390
Rejected Site,33.6797916,-117.9059816,Costa Mesa,0.4376,1.562,1.475,1.969,123676,3804,2737,1775,4766,15400.0,1250.176017387069,28.086276633727845,1003.4964501427646,3851
Rejected Site,33.6798927,-117.9085501,Costa Mesa,0.4663,0.238,0.238,1.551,104026,6814,3417,3063,7168,15400.0,1438.684983830193,28.0631859642469,995.5164252656566,6500
Rejected Site,33.6796721,-117.8853457,Costa Mesa,0.4751,1.91,0.076,1.376,93829,5826,4024,2702,7148,73900.0,836.8551626704123,28.251714799458135,424.5598214718251,6233
Rejected Site,33.6789981,-117.8854405,Costa Mesa,0.469,0.075,0.151,1.422,93829,5826,4024,2702,7148,73900.0,746.0984402285335,28.296871070888404,394.5334762329296,6233
Rejected Site,33.6787442,-117.885473,Costa Mesa,0.469,0.028,0.18,1.44,93829,5826,4024,2702,7148,73900.0,711.9444770643674,28.31391129439206,382.1488540098471,6233
Rejected Site,32.906715,-117.1744459,,0.5253,4.827,0.154,2.28,116228,6612,49258,3276,52594,185000.0,4103.618299746017,93.05003963091691,3986.644808237957,6314
Rejected Site,38.3466581,-122.7161784,Rohnert Park,0.4619,1.631,31.319,37.785,75781,5247,7116,2381,9982,111000.0,367.16839256809305,85.56265551358814,240.1209979191123,5403
Real In-N-Out,33.8816816,-117.6135375,Corona,0.5704,16.604,4.161,4.235,68886,3330,22964,1696,24598,251000.0,113.14817979730982,24.307864385685345,57.06337118178168,3406
Rejected Site,33.918494,-117.488555,Riverside,0.4,5.791,4.253,8.058,88986,8392,784,2952,6224,214000.0,2853.8252264487387,29.35812750453472,2764.8936517668835,8276
Rejected Site,33.9170028,-117.487488,,0.3875,0.193,4.29,8.072,88986,8392,784,2952,6224,214000.0,2653.7378603828083,29.454766672378337,2567.7774517434623,8276
Rejected Site,33.9148958,-117.484869,,0.3875,0.337,4.285,8.143,88986,8392,784,2952,6224,228000.0,2354.9842206167673,29.65007029018968,2269.600615720489,8276
Rejected Site,33.9023077,-117.4772916,Riverside,0.4417,1.565,5.056,8.125,68333,4648,6546,1856,9338,228000.0,520.4555348695127,30.399380069654335,412.91736373172773,4412
Rejected Site,38.3487854,-122.7100078,Rohnert Park,0.4619,0.588,0.588,28.054,76780,6154,1479,2442,5191,111000.0,358.8912079520971,85.31973456792649,113.23827753504952,6385
Rejected Site,38.3495506,-122.7100686,Rohnert Park,0.4451,0.085,0.622,28.125,76780,6154,1479,2442,5191,111000.0,411.2414159067105,85.34476617134543,168.77651886761203,6385
Real In-N-Out,38.7582613,-121.2595541,Roseville,0.5495,2.571,0.503,0.779,150000,5337,21111,2199,24249,182000.0,212.79537962987663,64.45567159284913,83.3498994622639,5344
Rejected Site,38.7446727,-121.2552551,,0.4607,1.556,0.118,0.778,150000,5337,21111,2199,24249,184000.0,1712.6280874883598,63.52380114285949,1443.923256387388,5344
Rejected Site,38.7445912,-121.2634976,,0.474,0.715,0.505,0.823,150000,5337,21111,2199,24249,184000.0,796.2769724737369,63.507265858359794,526.6480915670064,5344
