site_type,lat,lon,city,predicted_score,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
Rejected Site,36.6965778,-121.6682531,Salinas,0.4445,0.094,2.853,3.037,75326,5469,768,2140,4097,70000.0,437.11899451669376,80.66535463249177,332.0007251793024,5436
Real In-N-Out,34.1475424,-118.7974812,Westlake Village,0.5707,11.433,2.61,3.064,154288,6846,4208,3234,7820,156000.0,765.3594882630257,48.01645328376238,300.5278597138278,6585
Real In-N-Out,33.6425793,-117.6052232,Rancho Santa Margarita,0.5541,7.361,0.415,0.793,151500,4952,1405,2551,3806,29100.0,132.10438438247644,36.67385530177952,166.078390402621,4788
Rejected Site,33.6390999,-117.5940565,Rancho Santa Margarita,0.4248,1.104,0.342,0.534,104487,5283,2050,2688,4645,13900.0,961.1569319219086,37.23195973371547,886.1835765733417,5073
Rejected Site,33.6379696,-117.5905442,Rancho Santa Margarita,0.3927,0.349,0.039,0.449,104487,5283,2050,2688,4645,13900.0,1133.1487454276182,37.41041469484299,1095.3194187111303,5073
Rejected Site,33.6496793,-117.5828666,,0.4214,1.483,0.009,0.692,106250,4450,481,2403,2528,29100.0,2485.458201956478,37.00302601352562,2355.844508233827,4348
Real In-N-Out,33.8120393,-118.1833165,Signal Hill,0.4998,3.63,0.894,1.025,71969,1561,2110,1137,2534,295000.0,466.01334622368415,22.687816175712115,311.68977244631975,1507
Rejected Site,33.8120491,-118.1826147,Signal Hill,0.4332,0.065,0.911,1.06,71969,1561,2110,1137,2534,295000.0,501.33788411002104,22.66471972338299,294.52761238100265,1507
Rejected Site,33.822306,-118.1847129,Long Beach,0.4607,1.149,0.065,0.772,101875,6267,2843,2321,6789,295000.0,920.6815459116696,22.150425846434025,747.0469434685076,6205
Rejected Site,33.80474,-118.1696297,,0.4607,1.449,0.073,0.677,78780,7045,8074,3707,11412,284000.0,1183.934745965114,22.68437457981287,1040.0764178429454,6929
Rejected Site,33.8031818,-118.1897818,,0.4122,1.152,0.053,0.162,62644,4583,595,1674,3504,295000.0,1699.3240088992532,23.4022223899525,1586.4099401271208,4452
Rejected Site,33.2259221,-117.393307,,0.413,2.601,2.013,2.982,60525,38223,2275,6614,33884,175000.0,2167.2802933988005,67.63554547173118,1805.4690867797776,38907
Rejected Site,33.2281612,-117.390221,Oceanside,0.4149,0.38,2.219,3.109,60525,38223,2275,6614,33884,175000.0,2378.5530456282486,67.58586106392835,2018.0957017587953,38907
Rejected Site,33.6367969,-117.5994199,Rancho Santa Margarita,0.438,0.559,0.559,0.727,104487,5283,2050,2688,4645,13900.0,488.4719211808358,37.19113571638024,373.3015415961035,5073
Rejected Site,33.1821592,-117.3402468,Oceanside,0.5326,4.727,0.071,0.529,71607,6423,4224,2805,7842,117500.0,129.30934169547012,71.7680824238939,71.528963835441,6230
Rejected Site,33.2251963,-117.3922628,Camp Pendleton,0.4423,0.126,0.126,1.651,60525,38223,2275,6614,33884,175000.0,2040.4138281626256,67.70846274404492,1677.7348498793408,38907
Rejected Site,33.2235974,-117.3959154,Camp Pendelton,0.4423,0.355,0.355,1.236,60525,38223,2275,6614,33884,175000.0,2000.9330185859376,67.70436365601338,1652.6860989391866,38907
Real In-N-Out,33.9527632,-118.1882999,South Gate,0.52,5.085,0.333,1.354,41800,3434,3173,1362,5245,214000.0,2020.8024769006608,15.852965493527218,1868.500771671052,3169
Rejected Site,33.9513946,-118.1825588,South Gate,0.4272,0.551,0.218,1.676,68618,3586,1641,1486,3741,214000.0,1359.152544957791,15.639716684831235,1209.5904766665992,3395
Rejected Site,33.9535445,-118.1971713,South Gate,0.4425,0.823,0.806,1.036,41800,3434,3173,1362,5245,214000.0,3011.0824176947035,16.24211264556107,2860.216811796383,3169
Rejected Site,33.9612595,-118.1863049,Cudahy,0.4043,0.962,1.029,1.661,48464,4278,1150,1598,3830,202000.0,2256.682954296937,15.429049261339594,1973.310821824541,4104
Rejected Site,33.9654663,-118.1873706,Cudahy,0.4043,0.478,0.557,1.708,57961,3333,1072,1312,3093,202000.0,2204.7897256841056,15.322691031920323,2033.733333882327,3244
Rejected Site,33.9677131,-118.1870886,,0.3983,0.251,0.308,1.69,51228,4067,1100,1453,3714,202000.0,2143.6335309712163,15.2265373503393,1982.330384092474,4000
Rejected Site,36.6856514,-121.8010959,,0.5004,10.245,0.207,0.42,82843,4321,480,1590,3211,68000.0,1296.7255467241168,83.5671873126614,1358.8530919492348,4236
Rejected Site,36.6868645,-121.7999801,,0.4062,0.168,0.04,0.308,82843,4321,480,1590,3211,45500.0,1442.4160607298136,83.46758100591846,1254.4644186921,4236
Rejected Site,36.6846739,-121.7949761,Marina,0.4376,0.508,0.106,0.289,82843,4321,480,1590,3211,68000.0,1683.459274664989,83.517997049622,1742.2631039932028,4236
Real In-N-Out,33.9213836,-116.8036214,Cabazon,0.5449,26.663,7.532,8.495,77875,4233,5049,1451,7831,95000.0,342.8746773123029,67.19184588957206,118.6419686883858,3983
Rejected Site,33.9222921,-116.8054538,Cabazon,0.4691,0.197,7.358,8.322,77875,4233,5049,1451,7831,95000.0,169.8576139356307,67.07762160550567,103.5077830318269,3983
Rejected Site,33.9226444,-116.8064179,,0.468,0.097,7.268,8.231,77875,4233,5049,1451,7831,95000.0,149.33835846998934,67.01902609404848,80.31922539338241,3983
Real In-N-Out,34.4704723,-117.2909575,Hesperia,0.5104,6.311,3.708,4.267,60568,5097,822,1842,4077,110000.0,6133.5334713303755,46.62002208996443,5237.946105609029,5022
Rejected Site,34.1450321,-118.7600393,Agoura,0.448,3.457,0.097,0.186,220938,4037,2457,1537,4957,151000.0,177.23845309780984,45.86997831616467,66.23812575356351,3893
Rejected Site,34.1551211,-118.7934879,Westlake Village,0.4439,0.919,2.96,3.094,154288,6846,4208,3234,7820,156000.0,1422.92380386747,47.83790034862471,1191.1480544063745,6585
Rejected Site,34.15166,-118.7587485,Agoura Hills,0.4716,0.746,0.515,0.641,154288,6846,4208,3234,7820,151000.0,787.6485155630166,45.83909902811575,671.7381712677943,6585
Rejected Site,34.1551009,-118.7571499,,0.4291,0.41,0.924,1.043,198889,6429,6317,2921,9825,151000.0,1283.4913520833145,45.77214731014713,1167.1381772652005,6471
Rejected Site,34.1560796,-118.7565376,,0.4019,0.123,1.045,1.163,198889,6429,6317,2921,9825,151000.0,1430.754938490594,45.74439091700409,1314.019153130542,6471
Real In-N-Out,34.1344181,-117.3699886,Rialto,0.5541,4.956,3.931,5.632,96250,5309,1220,2095,4434,27500.0,69.01515606747802,33.96539164483374,132.6187379246992,5204
Rejected Site,34.1822326,-117.4379624,Fontana,0.5546,8.209,4.953,6.655,145755,3726,5593,1653,7666,139000.0,126.18224960173232,30.65201197800285,204.3465494566181,4781
Rejected Site,34.1822882,-117.4389297,Fontana,0.4671,0.089,4.897,6.676,145755,3726,5593,1653,7666,139000.0,216.827208643267,30.59894418674567,201.589636051691,4781
Rejected Site,34.1834419,-117.438389,Fontana,0.4789,0.138,5.025,6.719,145755,3726,5593,1653,7666,139000.0,288.68208878028395,30.64662581030695,280.8613060304504,4781
Rejected Site,33.804773,-118.18973,Long Beach,0.4364,0.177,0.075,0.11,109286,3375,7828,1525,9678,295000.0,1496.3597171633792,23.30954224921651,1385.067937915021,3439
Rejected Site,33.8035591,-116.971692,,0.4669,6.878,0.193,7.619,71083,5572,676,2237,4011,49000.0,5084.729425170802,59.883085866626914,16493.15235791107,5220
Rejected Site,33.8035591,-116.971692,,0.4669,6.878,0.193,7.619,71083,5572,676,2237,4011,49000.0,5084.729425170802,59.883085866626914,16493.15235791107,5220
Rejected Site,33.8041654,-116.9725912,,0.4066,0.107,0.299,7.676,72902,5599,272,1704,4167,49000.0,4956.7098646519935,59.820626263414425,16408.259542423002,5932
Rejected Site,33.8041654,-116.9725912,,0.4066,0.107,0.299,7.676,72902,5599,272,1704,4167,49000.0,4956.7098646519935,59.820626263414425,16408.259542423002,5932
Real In-N-Out,37.6869487,-122.1311232,San Leandro,0.5704,16.767,0.184,0.696,78701,8171,6406,3297,11280,240000.0,289.72881720967,47.00166217089016,57.02551651060645,8120
Rejected Site,37.7139775,-122.1574076,San Leandro,0.4976,3.792,0.644,1.062,78701,8171,6406,3297,11280,209000.0,1127.121602778897,48.06635543093617,948.9220625138616,8120
Rejected Site,37.7146322,-122.1578024,San Leandro,0.4546,0.081,0.668,1.061,112531,4985,2754,2358,5381,209000.0,1129.8326522330767,48.0802348696074,953.498339859268,4892
Rejected Site,33.6409215,-117.5948575,,0.4188,0.216,0.216,0.398,104487,5283,2050,2688,4645,29100.0,1010.3161877537872,37.10212960739898,817.012232276058,5073
Rejected Site,33.8124568,-116.5443472,Palm Springs,0.508,13.212,0.536,1.127,58750,1754,601,703,1652,13900.0,4349.072998008611,83.27727045749039,9872.304960205603,1754
Rejected Site,33.8124568,-116.5443472,Palm Springs,0.508,13.212,0.536,1.127,58750,1754,601,703,1652,13900.0,4349.072998008611,83.27727045749039,9872.304960205603,1754
Rejected Site,34.4733794,-117.2417828,,0.4861,4.519,0.107,0.346,93504,5529,1509,2325,4713,22000.0,6806.8358482553695,49.056032816901734,10014.024909588456,5544
Real In-N-Out,37.9760571,-122.0655412,Pleasant Hill,0.561,19.391,0.3,0.707,107025,5510,2461,2410,5561,141000.0,164.17458366332653,43.62696668012545,131.08503096292216,5616
Rejected Site,34.4716092,-117.2391054,Apple Valley,0.4414,0.315,0.315,0.399,93504,5529,1509,2325,4713,22000.0,6693.961488055109,49.11753467252383,10387.931051486226,5544
Rejected Site,34.4706483,-117.2457262,Apple Valley,0.4528,0.472,0.184,0.35,51894,3393,1287,1046,3634,22000.0,7375.647866974209,48.76507423565472,9791.02080855235,3513
Rejected Site,34.1386277,-117.4546743,Fontana,0.5206,5.066,2.148,3.95,145142,3644,1646,2052,3238,171000.0,312.32295722258647,29.18928321250818,289.44652807189203,3509
Rejected Site,34.1387129,-117.4553816,,0.4342,0.066,2.088,3.933,145142,3644,1646,2052,3238,171000.0,360.67744257780384,29.14993663690286,287.0132445954888,3509
Real In-N-Out,38.8726451,-121.3039494,Lincoln,0.5707,9.403,0.265,2.882,144489,6052,2713,2517,6248,65000.0,508.4066683732468,72.34004693970996,280.0837283118086,6271
Rejected Site,34.4718086,-117.2428544,Apple Valley,0.4414,0.2,0.115,0.192,93504,5529,1509,2325,4713,22000.0,7022.4328010668705,48.9458113562264,10004.324872225863,5544
Real In-N-Out,37.6658642,-122.4693523,Daly City,0.4931,0.734,0.191,0.419,117875,2423,1838,1339,2922,158000.0,518.3661764056793,65.42667092561493,371.9345017173175,2431
Real In-N-Out,37.5992725,-122.0655942,Union City,0.5599,11.329,0.248,0.296,113313,2816,6218,1512,7522,198000.0,500.7299088125072,45.24222300685088,209.09502965671285,2732
Rejected Site,34.4713451,-117.2863147,Victorville,0.4672,0.437,3.284,3.762,58691,7291,4217,2306,9202,92000.0,6363.619524718596,46.87166600264065,5682.29635891773,7225
Rejected Site,37.9812292,-122.0675006,Pleasant Hill,0.4751,0.6,0.207,1.045,107025,5510,2461,2410,5561,141000.0,839.1184032732056,43.81572420378457,333.3422724621199,5616
Rejected Site,37.982072,-122.0667979,Martinez,0.469,0.112,0.156,1.08,107025,5510,2461,2410,5561,141000.0,915.1897814925323,43.792759266989584,398.585019205438,5616
Rejected Site,37.9834989,-122.0680195,Martinez,0.4395,0.191,0.053,1.209,107025,5510,2461,2410,5561,141000.0,1153.0178942483833,43.8813077854213,637.1097812196018,5616
Real In-N-Out,38.4627254,-121.4918818,Sacramento,0.5565,8.354,0.066,0.184,68382,6555,1344,2670,5229,6000.0,1358.5139674073812,45.4023445204706,432.5545491453114,6899
Real In-N-Out,38.4627254,-121.4918818,Sacramento,0.5565,8.354,0.066,0.184,68382,6555,1344,2670,5229,6000.0,1358.5139674073812,45.4023445204706,432.5545491453114,6899
Rejected Site,37.7747353,-122.437923,San Francisco,0.4972,4.051,0.014,0.419,212667,4262,1172,1901,3533,43500.0,2069.2889338357186,62.83132792105832,2091.4676255251543,4162
Rejected Site,37.7723075,-122.4297398,San Francisco,0.3996,0.768,0.043,0.097,182344,4243,14290,2209,16324,28000.0,1129.834467366558,62.396146853601614,1120.3871573690917,3898
Rejected Site,38.8750804,-121.302741,Lincoln,0.4214,0.29,0.047,2.745,163077,6456,499,2786,4169,65000.0,860.339017614911,72.50743088592414,620.12531588261,6611
Rejected Site,37.6942078,-122.0859026,,0.5125,4.06,0.408,1.513,87083,2947,1642,1474,3115,193000.0,575.1407360342948,44.4807056252016,461.4299155598386,3091
Rejected Site,37.694331,-122.0853415,Castro Valley,0.4342,0.051,0.457,1.536,87083,2947,1642,1474,3115,193000.0,625.9112808149367,44.448953057311066,492.9531630193694,3091
Rejected Site,37.6952348,-122.0817442,Castro Valley,0.4212,0.332,0.332,0.818,87083,2947,1642,1474,3115,193000.0,1000.9986543361867,44.24375941616097,808.9925078546062,3091
Rejected Site,37.694024,-122.0741765,Castro Valley,0.451,0.679,0.275,1.249,87083,2947,1642,1474,3115,193000.0,438.06896194490224,43.85681773181725,389.2517147942955,3091
Rejected Site,37.6946899,-122.0719688,Castro Valley,0.4448,0.208,0.432,1.428,87083,2947,1642,1474,3115,193000.0,550.7151571477838,43.72923430437139,502.76743016932545,3091
Rejected Site,37.9712824,-122.0566544,Concord,0.4568,0.943,0.128,0.286,84294,3547,15151,1465,17233,141000.0,754.9807978946073,43.07983313877574,460.48118250807835,3479
Rejected Site,37.9786732,-122.0582364,Concord,0.4436,0.703,0.71,0.81,84294,3547,15151,1465,17233,141000.0,735.6833911093088,43.28383343146878,659.0843693494364,3479
Rejected Site,38.4650496,-121.4922719,Sacramento,0.4412,0.261,1.982,2.585,68382,6555,1344,2670,5229,6000.0,1428.762449114141,45.563101241128095,353.82873245189836,6899
Rejected Site,38.4650496,-121.4922719,Sacramento,0.4412,0.261,1.982,2.585,68382,6555,1344,2670,5229,6000.0,1428.762449114141,45.563101241128095,353.82873245189836,6899
Rejected Site,38.4650655,-121.4923715,Sacramento,0.4412,0.009,1.977,2.579,68382,6555,1344,2670,5229,6000.0,1418.026569706603,45.5654825995532,342.96519933342086,6899
Rejected Site,38.4650655,-121.4923715,Sacramento,0.4412,0.009,1.977,2.579,68382,6555,1344,2670,5229,6000.0,1418.026569706603,45.5654825995532,342.96519933342086,6899
Rejected Site,38.465083,-121.492447,Sacramento,0.4412,0.007,1.973,2.574,68382,6555,1344,2670,5229,6000.0,1409.5059404640351,45.56765278294694,334.3819702467615,6899
Rejected Site,38.465083,-121.492447,Sacramento,0.4412,0.007,1.973,2.574,68382,6555,1344,2670,5229,6000.0,1409.5059404640351,45.56765278294694,334.3819702467615,6899
Rejected Site,38.4651221,-121.4926155,,0.4412,0.015,1.964,2.562,68382,6555,1344,2670,5229,6000.0,1390.497529041746,45.57250016946382,315.2591072084761,6899
Rejected Site,38.4651221,-121.4926155,,0.4412,0.015,1.964,2.562,68382,6555,1344,2670,5229,6000.0,1390.497529041746,45.57250016946382,315.2591072084761,6899
Rejected Site,37.5411591,-122.0265673,Newark,0.5011,6.192,1.855,2.065,148750,7013,1758,3176,5595,185000.0,852.7842198570272,44.86389835856399,588.5853609307082,6988
Rejected Site,37.5407018,-122.0269494,Newark,0.4013,0.061,1.847,2.057,148750,7013,1758,3176,5595,185000.0,929.499101628609,44.89658807409762,665.2771300416491,6988
Rejected Site,37.7856979,-122.4330068,,0.4541,1.293,0.232,0.731,92829,3666,2899,1453,5112,40500.0,1346.5644790895262,62.52148386759262,2616.5498927571057,3708
Rejected Site,37.6948967,-122.0707096,,0.4213,0.113,0.113,0.513,98038,5652,680,2908,3424,193000.0,633.4239539005566,43.65897458044056,525.1558738145128,5814
Real In-N-Out,38.8019613,-121.2045078,Rocklin,0.5811,5.75,0.343,0.67,167431,5819,1527,2240,5106,81000.0,165.09875781510738,67.60598447156056,79.41819174047798,5767
Rejected Site,38.8002119,-121.2046879,,0.4952,0.195,0.514,0.777,167431,5819,1527,2240,5106,81000.0,389.2000619990711,67.48481833669581,140.27560792407547,5767
Rejected Site,38.800191,-121.2048002,,0.4844,0.01,0.513,0.776,167431,5819,1527,2240,5106,81000.0,389.7439576891013,67.48297195674938,131.07515053520544,5767
Rejected Site,38.8003823,-121.204067,,0.4558,0.057,0.057,0.267,167431,5819,1527,2240,5106,81000.0,386.5895800472075,67.49881447582815,172.88546016477167,5767
Rejected Site,38.8003807,-121.2038415,,0.4558,0.02,0.076,0.28,167431,5819,1527,2240,5106,81000.0,397.1910665280175,67.49952828434625,187.61088474412497,5767
Rejected Site,38.8002111,-121.2045082,,0.4558,0.016,0.016,0.036,167431,5819,1527,2240,5106,81000.0,393.9392873982284,67.48541499600552,158.11965593185425,5767
Rejected Site,38.8182896,-121.1908799,,0.4916,2.166,1.729,1.977,102127,7743,5895,3259,10379,83000.0,288.3322104875394,68.78337388783598,141.9819682848105,7740
Rejected Site,38.8185213,-121.1903128,Loomis,0.4736,0.055,1.782,2.028,102127,7743,5895,3259,10379,83000.0,278.4110289929446,68.80167981761062,145.108470390277,7740
Rejected Site,38.8181421,-121.1899125,Loomis,0.4736,0.055,1.778,2.02,102127,7743,5895,3259,10379,83000.0,209.97198722227353,68.7772481573231,89.98168613730576,7740
Rejected Site,38.8185027,-121.1893153,,0.4736,0.065,1.843,2.084,102127,7743,5895,3259,10379,83000.0,243.0842590265574,68.80457605684983,162.96352974274222,7740
Rejected Site,38.4631015,-121.4926826,Sacramento,0.469,0.081,0.22,0.612,68382,6555,1344,2670,5229,6000.0,1337.218274404546,45.43813881528979,329.50165902703606,6899
Rejected Site,38.4631015,-121.4926826,Sacramento,0.469,0.081,0.22,0.612,68382,6555,1344,2670,5229,6000.0,1337.218274404546,45.43813881528979,329.50165902703606,6899
Rejected Site,37.7714318,-122.4049997,,0.4904,2.177,0.218,0.546,183507,3772,22151,2007,23916,184000.0,386.5145106418678,61.05275597000132,177.29328490463732,3774
Rejected Site,37.7625973,-122.3944174,,0.4714,1.353,0.145,1.001,240922,2218,898,1042,2074,94000.0,190.01335541692637,60.520456361174695,136.16388970740303,2152
Real In-N-Out,33.7822106,-118.0725197,Seal Beach,0.5421,4.441,0.271,1.472,140781,4861,2556,2119,5298,320000.0,1067.5298149581486,21.794461595479913,868.2741188050684,4878
Rejected Site,33.782971,-118.0723529,Seal Beach,0.4546,0.086,0.189,1.387,140781,4861,2556,2119,5298,320000.0,1170.79047858518,21.74145747805862,971.6629368474032,4878
Real In-N-Out,38.4606347,-122.7253056,Santa Rosa,0.5715,11.093,0.228,1.662,86250,3089,9890,1189,11790,135000.0,151.64208651410115,89.54022647919528,63.97589589504607,3057
Real In-N-Out,38.1247963,-122.2277085,Vallejo,0.5715,15.152,0.885,1.063,109918,7194,3217,3079,7332,147000.0,331.2891062744471,55.17511960336857,65.00065257647475,7595
Real In-N-Out,33.8440345,-117.5364822,Corona,0.5573,6.407,2.473,2.702,156667,5639,1746,2564,4821,184000.0,149.73449574827936,29.419291350528365,104.7524786898306,5656
Rejected Site,33.8444148,-117.5371511,,0.4699,0.075,2.415,2.637,156667,5639,1746,2564,4821,184000.0,235.5056208072144,29.372806275101443,165.55604812649057,5656
Rejected Site,33.8439966,-117.5373627,,0.4699,0.05,2.455,2.655,156667,5639,1746,2564,4821,184000.0,245.98831062470697,29.37912021796327,197.4560497550173,5656
Rejected Site,33.8439339,-117.538196,,0.4699,0.077,2.443,2.614,156667,5639,1746,2564,4821,184000.0,337.8931000546191,29.34218146420875,289.31583630066655,5656
Rejected Site,33.8457865,-117.5387869,Corona,0.4552,0.213,2.23,2.448,156667,5639,1746,2564,4821,184000.0,482.4106712448748,29.241912083601665,365.35983689335006,5656
Rejected Site,33.8462437,-117.539609,Corona,0.4436,0.091,2.165,2.371,156667,5639,1746,2564,4821,184000.0,592.5448790474352,29.18517860502372,472.4070853870517,5656
Rejected Site,38.1237336,-122.254779,Vallejo,0.5144,2.371,0.511,1.984,31841,2932,3567,1299,5200,42000.0,1864.3719493696935,56.51708651797469,1684.256146434716,3174
Rejected Site,38.1233342,-122.2547914,Vallejo,0.448,0.044,0.467,1.978,31841,2932,3567,1299,5200,42000.0,1864.7182158841335,56.50779032106732,1693.2375452424671,3174
Rejected Site,38.1211411,-122.2548011,,0.448,0.244,0.227,1.945,31841,2932,3567,1299,5200,19300.0,1576.895097969532,56.45399588484462,1780.1804192705995,3174
Rejected Site,38.1211411,-122.2548011,,0.448,0.244,0.227,1.945,31841,2932,3567,1299,5200,19300.0,1576.895097969532,56.45399588484462,1780.1804192705995,3174
Rejected Site,33.7817925,-118.0714553,,0.4314,0.109,0.155,1.065,142656,5436,1389,2282,4543,320000.0,1051.121470026115,21.80429466516349,837.0211966294091,5233
Rejected Site,33.7815317,-118.0716041,,0.4314,0.032,0.174,1.091,142656,5436,1389,2282,4543,320000.0,1012.548649788186,21.824003459552692,798.9248480129185,5233
Rejected Site,33.7832246,-118.0723455,Seal Beach,0.4383,0.028,0.028,0.194,140781,4861,2556,2119,5298,320000.0,1203.9414114242563,21.724591578123917,1005.4469781095202,4878
Rejected Site,33.781386,-118.0716066,,0.4154,0.016,0.016,0.248,142656,5436,1389,2282,4543,320000.0,994.3135628676166,21.833673370448658,780.0495685179261,5233
Real In-N-Out,37.2518913,-121.8028645,San José,0.553,5.012,0.358,0.379,113893,5008,2988,2601,5395,146000.0,1026.2808516202006,48.58374421999308,856.8527778174608,5504
Rejected Site,38.4605318,-122.7186856,,0.4436,0.577,0.726,1.723,86250,3089,9890,1189,11790,135000.0,837.4268856016147,89.22362942388605,791.3115594203537,3057
Rejected Site,38.4579966,-122.7178794,Santa Rosa,0.4375,0.291,0.436,1.62,86250,3089,9890,1189,11790,135000.0,955.5728518524406,89.10070562934469,885.8615148022426,3057
Rejected Site,38.4546229,-122.7171662,,0.4062,0.38,0.056,1.524,75625,4288,758,1782,3264,135000.0,1241.440513796727,88.95446360515494,1057.4786462683728,4315
Rejected Site,38.4575395,-122.7170221,,0.4212,0.09,0.09,0.419,75625,4288,758,1782,3264,135000.0,1065.5712923638343,89.04487103498174,980.3470258847198,4315
Rejected Site,38.457176,-122.7167278,,0.4212,0.048,0.136,0.429,75625,4288,758,1782,3264,135000.0,1113.0748313257009,89.01880533766948,1015.4299729109332,4315
Real In-N-Out,38.6604251,-121.3571339,Sacramento,0.5678,7.933,0.226,0.655,64159,5509,1440,2064,4885,223000.0,312.27146964632476,57.80380989622344,82.49541306820663,5499
Rejected Site,38.6605513,-121.3556947,Sacramento,0.4424,0.126,0.114,0.607,64159,5509,1440,2064,4885,223000.0,465.5275597961065,57.8074965926226,233.9502509657654,5499
Rejected Site,38.6612208,-121.3509473,Sacramento,0.4934,0.419,0.332,0.534,55771,7581,2960,2743,7798,223000.0,989.5514598035656,57.8378644960748,732.8029113816831,7559
Rejected Site,38.6612632,-121.3469771,Sacramento,0.4546,0.345,0.153,0.518,55771,7581,2960,2743,7798,223000.0,1431.5191691299092,57.82848126847956,1128.1818546790664,7559
Rejected Site,38.6618786,-121.3462947,Sacramento,0.4546,0.091,0.236,0.565,55771,7581,2960,2743,7798,223000.0,1512.0105834960111,57.868872843989784,1174.2044430163266,7559
Rejected Site,38.661569,-121.3727529,,0.4043,1.362,0.803,1.312,53167,3939,700,1577,3062,223000.0,1396.4550599104434,57.94364143704426,1170.9983104099067,3802
Real In-N-Out,33.7754004,-117.9933068,Garden Grove,0.5157,2.202,0.096,1.483,79972,5244,1268,2186,4326,88900.0,575.7589624539988,21.387560053707805,285.84321401086834,5184
Rejected Site,33.7964773,-117.9924601,Stanton,0.4497,2.345,0.559,1.368,49429,3672,1910,1497,4085,64600.0,863.6134837805436,19.93369331174066,3106.6408223674466,3453
Real In-N-Out,33.9974131,-117.7185527,Chino,0.5661,4.252,1.003,1.377,113391,6527,4661,2839,8349,96000.0,735.9949718605487,15.104767303342278,351.068057001879,6762
Rejected Site,34.0006766,-117.7315715,Chino Hills,0.4716,1.254,0.172,1.205,117269,5431,3203,2606,6028,96000.0,834.5047865387046,14.331594825015738,705.9518478598951,5375
Real In-N-Out,39.168719,-123.2104731,Ukiah,0.5653,89.253,0.117,0.961,59688,3180,3106,1460,4826,33000.0,316.48036506824434,139.27716126574182,150.09566559006691,2915
Rejected Site,39.1653348,-123.2102296,Ukiah,0.4342,0.377,0.078,0.877,59688,3180,3106,1460,4826,33000.0,799.3899252378028,139.11364403195623,580.4117983971904,2915
Real In-N-Out,33.831659,-118.1430998,Long Beach,0.4856,3.681,0.175,0.268,122696,6335,3026,3018,6343,284000.0,3458.607349858262,20.305603105071327,3240.5019077261813,6370
Rejected Site,33.8300997,-118.1432578,Long Beach,0.4546,0.174,0.169,0.259,122696,6335,3026,3018,6343,284000.0,3249.990035970109,20.402732593026307,3032.327197896465,6370
Rejected Site,39.1520532,-123.1992996,Ukiah,0.4959,1.752,0.046,0.727,59688,3180,3106,1460,4826,33000.0,267.75759338807745,138.07018998737797,145.74411571050206,2915
Rejected Site,39.1679451,-123.2091925,Ukiah,0.4816,0.14,0.228,0.595,59688,3180,3106,1460,4826,33000.0,472.81698905716434,139.19038317904815,198.72043540603107,2915
Rejected Site,39.1679843,-123.2090266,,0.4699,0.015,0.242,0.604,59688,3180,3106,1460,4826,33000.0,476.8940505809361,139.18547982222577,195.89311929373784,2915
Rejected Site,33.8300993,-118.1431034,Long Beach,0.4383,0.014,0.014,0.185,122696,6335,3026,3018,6343,284000.0,3249.6227482011295,20.39823401500558,3031.6213164400683,6370
Rejected Site,38.1338875,-122.2184101,Vallejo,0.4751,1.297,0.158,0.193,109918,7194,3217,3079,7332,129000.0,715.0795218118323,54.94401682752105,350.33860480328116,7595
Rejected Site,38.1375274,-122.2556376,Vallejo,0.4996,1.536,0.15,1.364,31841,2932,3567,1299,5200,44000.0,53.02816378541138,56.91022477035731,94.75699892529194,3174
Real In-N-Out,37.8114308,-121.2980624,Lathrop,0.5669,9.409,0.382,0.474,121429,9700,11815,3784,17731,133000.0,2246.189698723279,1.0858074914893003,228.81152169733983,9550
Rejected Site,37.3003828,-121.822062,San Jose,0.5098,3.436,0.061,0.92,116375,4440,873,2101,3212,217000.0,689.5486131770176,46.54484511169068,473.8320936277062,4176
Rejected Site,33.7596468,-118.1463235,Long Beach,0.4837,3.143,0.744,0.965,105739,5905,1135,2455,4585,31500.0,3348.5464129321163,24.784597202813806,5237.247744953191,5770
Rejected Site,34.0120016,-117.7358201,Chino Hills,0.4846,1.319,1.197,1.619,104412,4370,1883,1840,4413,115000.0,268.1019894988698,13.808136522284684,59.80587158599552,4149
Rejected Site,34.0156839,-117.7445235,,0.451,0.901,1.896,2.047,104412,4370,1883,1840,4413,94000.0,623.2482396848278,13.251956518796836,323.1375947772983,4149
Rejected Site,34.0156839,-117.7445235,,0.451,0.901,1.896,2.047,104412,4370,1883,1840,4413,115000.0,623.2482396848278,13.251956518796836,323.1375947772983,4149
Rejected Site,39.1530141,-123.2215283,Ukiah,0.4376,1.681,1.681,1.825,96212,4789,1450,1723,4516,33000.0,2741.435922169734,139.01426220686722,2623.7944598588074,4551
Rejected Site,33.9964571,-117.7157228,Chino,0.4378,0.282,1.282,1.44,113391,6527,4661,2839,8349,96000.0,1067.4741256104066,15.279652681519838,688.375438312481,6762
Rejected Site,33.9955419,-117.7156405,,0.4378,0.102,1.342,1.401,113391,6527,4661,2839,8349,96000.0,1146.1413580002304,15.309146900861826,741.7604584479296,6762
Rejected Site,37.7860517,-121.2510449,Manteca,0.5115,5.003,0.062,1.09,135350,3513,217,1409,2321,84000.0,392.1532702687049,3.360947832542884,166.4583792753714,3348
